Unnamed: 0,name,mapped_data
473,york western australia australia,",York,Western Australia,Australia"
474,wanneroo western australia australia,",Wanneroo,Western Australia,Australia"
475,busselton western australia australia,",Busselton,Western Australia,Australia"
476,northam western australia australia,",Northam,Western Australia,Australia"
477,mundaring western australia australia,",Mundaring,Western Australia,Australia"
478,charles sturt south australia australia,",Charles Sturt,South Australia,Australia"
479,adelaide hills south australia australia,",Adelaide Hills,South Australia,Australia"
480,wongan-ballidu western australia australia,",Wongan-Ballidu,Western Australia,Australia"
481,barossa south australia australia,",Barossa,South Australia,Australia"
482,light south australia australia,",Light,South Australia,Australia"
483,whyalla south australia australia,",Whyalla,South Australia,Australia"
484,cambridge western australia australia,",Cambridge,Western Australia,Australia"
485,kwinana western australia australia,",Kwinana,Western Australia,Australia"
486,unley south australia australia,",Unley,South Australia,Australia"
487,waroona western australia australia,",Waroona,Western Australia,Australia"
488,copper coast south australia australia,",Copper Coast,South Australia,Australia"
489,loxton waikerie south australia australia,",Loxton Waikerie,South Australia,Australia"
490,wagin western australia australia,",Wagin,Western Australia,Australia"
491,geraldton-greenough western australia australia,",Geraldton-Greenough,Western Australia,Australia"
492,playford south australia australia,",Playford,South Australia,Australia"
493,victor harbor south australia australia,",Victor Harbor,South Australia,Australia"
494,mallala south australia australia,",Mallala,South Australia,Australia"
495,tumby bay south australia australia,",Tumby Bay,South Australia,Australia"
496,stirling western australia australia,",Stirling,Western Australia,Australia"
497,toodyay western australia australia,",Toodyay,Western Australia,Australia"
498,city of west torrens south australia australia,",City of West Torrens,South Australia,Australia"
499,barkly northern territory australia,",Barkly,Northern Territory,Australia"
500,murray bridge south australia australia,",Murray Bridge,South Australia,Australia"
501,nedlands western australia australia,",Nedlands,Western Australia,Australia"
502,marion south australia australia,",Marion,South Australia,Australia"
503,streaky bay south australia australia,",Streaky Bay,South Australia,Australia"
504,alexandrina south australia australia,",Alexandrina,South Australia,Australia"
505,kalgoorlie/boulder western australia australia,",Kalgoorlie/Boulder,Western Australia,Australia"
506,city of cockburn western australia australia,",City of Cockburn,Western Australia,Australia"
507,south perth western australia australia,",South Perth,Western Australia,Australia"
508,port pirie city and dists south australia australia,",Port Pirie City and Dists,South Australia,Australia"
509,serpentine-jarrahdale western australia australia,",Serpentine-Jarrahdale,Western Australia,Australia"
510,onkaparinga south australia australia,",Onkaparinga,South Australia,Australia"
511,salisbury south australia australia,",Salisbury,South Australia,Australia"
512,rockingham western australia australia,",Rockingham,Western Australia,Australia"
513,roxby downs south australia australia,",Roxby Downs,South Australia,Australia"
514,roebourne western australia australia,",Roebourne,Western Australia,Australia"
515,kalamunda western australia australia,",Kalamunda,Western Australia,Australia"
516,ravensthorpe western australia australia,",Ravensthorpe,Western Australia,Australia"
517,flinders ranges south australia australia,",Flinders Ranges,South Australia,Australia"
518,prospect south australia australia,",Prospect,South Australia,Australia"
519,yorke peninsula south australia australia,",Yorke Peninsula,South Australia,Australia"
520,adelaide south australia australia,",Adelaide,South Australia,Australia"
521,port lincoln south australia australia,",Port Lincoln,South Australia,Australia"
522,port hedland western australia australia,",Port Hedland,Western Australia,Australia"
523,port augusta south australia australia,",Port Augusta,South Australia,Australia"
524,  south australia australia,", ,South Australia,Australia"
525,murray western australia australia,",Murray,Western Australia,Australia"
526,peterborough south australia australia,",Peterborough,South Australia,Australia"
527,manjimup western australia australia,",Manjimup,Western Australia,Australia"
528,swan western australia australia,",Swan,Western Australia,Australia"
529,darwin northern territory australia,",Darwin,Northern Territory,Australia"
530,fremantle western australia australia,",Fremantle,Western Australia,Australia"
531,northampton shire western australia australia,",Northampton Shire,Western Australia,Australia"
532,yankalilla south australia australia,",Yankalilla,South Australia,Australia"
533,east arnhem northern territory australia,",East Arnhem,Northern Territory,Australia"
534,east pilbara western australia australia,",East Pilbara,Western Australia,Australia"
535,narrogin western australia australia,",Narrogin,Western Australia,Australia"
536,mount barker south australia australia,",Mount Barker,South Australia,Australia"
537,mount isa queensland australia,",Mount Isa,Queensland,Australia"
538,plantagenet shire western australia australia,",Plantagenet Shire,Western Australia,Australia"
539,  western australia australia,", ,Western Australia,Australia"
540,moora western australia australia,",Moora,Western Australia,Australia"
541,tea tree gully south australia australia,",Tea Tree Gully,South Australia,Australia"
542,mitcham south australia australia,",Mitcham,South Australia,Australia"
543,merredin western australia australia,",Merredin,Western Australia,Australia"
544,the coorong south australia australia,",The Coorong,South Australia,Australia"
545,yalgoo western australia australia,",Yalgoo,Western Australia,Australia"
546,litchfield northern territory australia,",Litchfield,Northern Territory,Australia"
547,augusta-margaret river shire western australia australia,",Augusta-Margaret River Shire,Western Australia,Australia"
548,mid murray south australia australia,",Mid Murray,South Australia,Australia"
549,mandurah western australia australia,",Mandurah,Western Australia,Australia"
550,gosnells western australia australia,",Gosnells,Western Australia,Australia"
551,chittering western australia australia,",Chittering,Western Australia,Australia"
552,wyndham-east kimberley western australia australia,",Wyndham-East Kimberley,Western Australia,Australia"
553,kojonup western australia australia,",Kojonup,Western Australia,Australia"
554,kangaroo island south australia australia,",Kangaroo Island,South Australia,Australia"
555,armadale western australia australia,",Armadale,Western Australia,Australia"
556,katherine northern territory australia,",Katherine,Northern Territory,Australia"
557,katanning western australia australia,",Katanning,Western Australia,Australia"
558,northern areas south australia australia,",Northern Areas,South Australia,Australia"
559,harvey western australia australia,",Harvey,Western Australia,Australia"
560,halls creek western australia australia,",Halls Creek,Western Australia,Australia"
561,albany western australia australia,",Albany,Western Australia,Australia"
562,port adelaide enfield south australia australia,",Port Adelaide Enfield,South Australia,Australia"
563,gawler south australia australia,",Gawler,South Australia,Australia"
564,esperance shire western australia australia,",Esperance Shire,Western Australia,Australia"
565,donnybrook-balingup western australia australia,",Donnybrook-Balingup,Western Australia,Australia"
566,irwin western australia australia,",Irwin,Western Australia,Australia"
567,derby-west kimberley western australia australia,",Derby-West Kimberley,Western Australia,Australia"
568,denmark western australia australia,",Denmark,Western Australia,Australia"
569,cunderdin western australia australia,",Cunderdin,Western Australia,Australia"
570,lower eyre peninsula south australia australia,",Lower Eyre Peninsula,South Australia,Australia"
571,peppermint grove western australia australia,",Peppermint Grove,Western Australia,Australia"
572,coober pedy south australia australia,",Coober Pedy,South Australia,Australia"
573,collie western australia australia,",Collie,Western Australia,Australia"
574,cleve south australia australia,",Cleve,South Australia,Australia"
575,clare and gilbert valleys south australia australia,",Clare and Gilbert Valleys,South Australia,Australia"
576,ceduna south australia australia,",Ceduna,South Australia,Australia"
577,carnarvon western australia australia,",Carnarvon,Western Australia,Australia"
578,capel western australia australia,",Capel,Western Australia,Australia"
579,canning western australia australia,",Canning,Western Australia,Australia"
580,campbelltown south australia australia,",Campbelltown,South Australia,Australia"
581,bunbury western australia australia,",Bunbury,Western Australia,Australia"
582,broome western australia australia,",Broome,Western Australia,Australia"
583,bridgetown-greenbushes western australia australia,",Bridgetown-Greenbushes,Western Australia,Australia"
584,boyup brook western australia australia,",Boyup Brook,Western Australia,Australia"
585,beverley western australia australia,",Beverley,Western Australia,Australia"
586,burnside south australia australia,",Burnside,South Australia,Australia"
587,bassendean western australia australia,",Bassendean,Western Australia,Australia"
588,wakefield south australia australia,",Wakefield,South Australia,Australia"
589,melville western australia australia,",Melville,Western Australia,Australia"
590,alice springs northern territory australia,",Alice Springs,Northern Territory,Australia"
591,dardanup western australia australia,",Dardanup,Western Australia,Australia"
592,east fremantle western australia australia,",East Fremantle,Western Australia,Australia"
593,mosman park western australia australia,",Mosman Park,Western Australia,Australia"
594,claremont western australia australia,",Claremont,Western Australia,Australia"
595,dandaragan western australia australia,",Dandaragan,Western Australia,Australia"
596,joondalup western australia australia,",Joondalup,Western Australia,Australia"
597,  northern territory australia,", ,Northern Territory,Australia"
598,young new south wales australia,",Young,New South Wales,Australia"
599,rockhampton queensland australia,",Rockhampton,Queensland,Australia"
600,gold coast queensland australia,",Gold Coast,Queensland,Australia"
601,yass valley new south wales australia,",Yass Valley,New South Wales,Australia"
602,moira victoria australia,",Moira,Victoria,Australia"
603,maribyrnong victoria australia,",Maribyrnong,Victoria,Australia"
604,toowoomba queensland australia,",Toowoomba,Queensland,Australia"
605,yarra ranges victoria australia,",Yarra Ranges,Victoria,Australia"
606,sunshine coast queensland australia,",Sunshine Coast,Queensland,Australia"
607,waratah/wynyard tasmania australia,",Waratah/Wynyard,Tasmania,Australia"
608,brisbane queensland australia,",Brisbane,Queensland,Australia"
609,grant south australia australia,",Grant,South Australia,Australia"
610,cairns queensland australia,",Cairns,Queensland,Australia"
611,moreton bay queensland australia,",Moreton Bay,Queensland,Australia"
612,coffs harbour new south wales australia,",Coffs Harbour,New South Wales,Australia"
613,logan queensland australia,",Logan,Queensland,Australia"
614,south burnett queensland australia,",South Burnett,Queensland,Australia"
615,wodonga victoria australia,",Wodonga,Victoria,Australia"
616,  victoria australia,", ,Victoria,Australia"
617,hobsons bay victoria australia,",Hobsons Bay,Victoria,Australia"
618,whittlesea victoria australia,",Whittlesea,Victoria,Australia"
619,bland new south wales australia,",Bland,New South Wales,Australia"
620,western downs queensland australia,",Western Downs,Queensland,Australia"
621,meander valley tasmania australia,",Meander Valley,Tasmania,Australia"
622,wyndham victoria australia,",Wyndham,Victoria,Australia"
623,redland queensland australia,",Redland,Queensland,Australia"
624,wellington new south wales australia,",Wellington,New South Wales,Australia"
625,cook queensland australia,",Cook,Queensland,Australia"
626,nillumbik victoria australia,",Nillumbik,Victoria,Australia"
627,southern downs queensland australia,",Southern Downs,Queensland,Australia"
628,warrnambool victoria australia,",Warrnambool,Victoria,Australia"
629,clarence tasmania australia,",Clarence,Tasmania,Australia"
630,manningham victoria australia,",Manningham,Victoria,Australia"
631,baw baw victoria australia,",Baw Baw,Victoria,Australia"
632,knox victoria australia,",Knox,Victoria,Australia"
633,wangaratta victoria australia,",Wangaratta,Victoria,Australia"
634,mackay queensland australia,",Mackay,Queensland,Australia"
635,wagga wagga new south wales australia,",Wagga Wagga,New South Wales,Australia"
636,whitehorse victoria australia,",Whitehorse,Victoria,Australia"
637,fraser coast queensland australia,",Fraser Coast,Queensland,Australia"
638,central coast tasmania australia,",Central Coast,Tasmania,Australia"
639,shoalhaven shire new south wales australia,",Shoalhaven Shire,New South Wales,Australia"
640,mornington peninsula victoria australia,",Mornington Peninsula,Victoria,Australia"
641,tumut shire new south wales australia,",Tumut Shire,New South Wales,Australia"
642,wyong shire new south wales australia,",Wyong Shire,New South Wales,Australia"
643,hume victoria australia,",Hume,Victoria,Australia"
644,latrobe victoria australia,",Latrobe,Victoria,Australia"
645,townsville queensland australia,",Townsville,Queensland,Australia"
646,casey victoria australia,",Casey,Victoria,Australia"
647,gladstone queensland australia,",Gladstone,Queensland,Australia"
648,tablelands queensland australia,",Tablelands,Queensland,Australia"
649,gympie regional council queensland australia,",Gympie Regional Council,Queensland,Australia"
650,ipswich queensland australia,",Ipswich,Queensland,Australia"
651,bundaberg queensland australia,",Bundaberg,Queensland,Australia"
652,kingborough tasmania australia,",Kingborough,Tasmania,Australia"
653,banana queensland australia,",Banana,Queensland,Australia"
654,greater taree new south wales australia,",Greater Taree,New South Wales,Australia"
655,tamworth municipality new south wales australia,",Tamworth Municipality,New South Wales,Australia"
656,city of sydney new south wales australia,",City of Sydney,New South Wales,Australia"
657,brimbank victoria australia,",Brimbank,Victoria,Australia"
658,swan hill victoria australia,",Swan Hill,Victoria,Australia"
659,port stephens shire new south wales australia,",Port Stephens Shire,New South Wales,Australia"
660,northern grampians victoria australia,",Northern Grampians,Victoria,Australia"
661,greater dandenong victoria australia,",Greater Dandenong,Victoria,Australia"
662,port phillip victoria australia,",Port Phillip,Victoria,Australia"
663,clarence valley new south wales australia,",Clarence Valley,New South Wales,Australia"
664,sorell tasmania australia,",Sorell,Tasmania,Australia"
665,circular head tasmania australia,",Circular Head,Tasmania,Australia"
666,singleton new south wales australia,",Singleton,New South Wales,Australia"
667,greater shepparton victoria australia,",Greater Shepparton,Victoria,Australia"
668,shellharbour new south wales australia,",Shellharbour,New South Wales,Australia"
669,kentish tasmania australia,",Kentish,Tasmania,Australia"
670,ballarat north victoria australia,",Ballarat North,Victoria,Australia"
671,frankston victoria australia,",Frankston,Victoria,Australia"
672,dorset tasmania australia,",Dorset,Tasmania,Australia"
673,wellington victoria australia,",Wellington,Victoria,Australia"
674,break o'day tasmania australia,",Break O'Day,Tasmania,Australia"
675,maitland municipality new south wales australia,",Maitland Municipality,New South Wales,Australia"
676,west coast tasmania australia,",West Coast,Tasmania,Australia"
677,maranoa queensland australia,",Maranoa,Queensland,Australia"
678,melton victoria australia,",Melton,Victoria,Australia"
679,blacktown new south wales australia,",Blacktown,New South Wales,Australia"
680,maroondah victoria australia,",Maroondah,Victoria,Australia"
681,yarra victoria australia,",Yarra,Victoria,Australia"
682,hawkesbury new south wales australia,",Hawkesbury,New South Wales,Australia"
683,canada bay new south wales australia,",Canada Bay,New South Wales,Australia"
684,bankstown new south wales australia,",Bankstown,New South Wales,Australia"
685,darebin victoria australia,",Darebin,Victoria,Australia"
686,renmark paringa south australia australia,",Renmark Paringa,South Australia,Australia"
687,whitsunday queensland australia,",Whitsunday,Queensland,Australia"
688,lake macquarie shire new south wales australia,",Lake Macquarie Shire,New South Wales,Australia"
689,liverpool plains new south wales australia,",Liverpool Plains,New South Wales,Australia"
690,queenscliffe victoria australia,",Queenscliffe,Victoria,Australia"
691,queanbeyan new south wales australia,",Queanbeyan,New South Wales,Australia"
692,latrobe tasmania australia,",Latrobe,Tasmania,Australia"
693,port macquarie-hastings new south wales australia,",Port Macquarie-Hastings,New South Wales,Australia"
694,glenelg victoria australia,",Glenelg,Victoria,Australia"
695,lithgow new south wales australia,",Lithgow,New South Wales,Australia"
696,wollongong new south wales australia,",Wollongong,New South Wales,Australia"
697,moyne victoria australia,",Moyne,Victoria,Australia"
698,gosford shire new south wales australia,",Gosford Shire,New South Wales,Australia"
699,wollondilly new south wales australia,",Wollondilly,New South Wales,Australia"
700,bathurst regional new south wales australia,",Bathurst Regional,New South Wales,Australia"
701,northern midlands tasmania australia,",Northern Midlands,Tasmania,Australia"
702,hurstville new south wales australia,",Hurstville,New South Wales,Australia"
703,penrith municipality new south wales australia,",Penrith Municipality,New South Wales,Australia"
704,wattle range south australia australia,",Wattle Range,South Australia,Australia"
705,hornsby shire new south wales australia,",Hornsby Shire,New South Wales,Australia"
706,parkes new south wales australia,",Parkes,New South Wales,Australia"
707,moreland victoria australia,",Moreland,Victoria,Australia"
708,pittwater new south wales australia,",Pittwater,New South Wales,Australia"
709,cardinia victoria australia,",Cardinia,Victoria,Australia"
710,mildura shire victoria australia,",Mildura Shire,Victoria,Australia"
711,orange municipality new south wales australia,",Orange Municipality,New South Wales,Australia"
712,brighton tasmania australia,",Brighton,Tasmania,Australia"
713,oberon new south wales australia,",Oberon,New South Wales,Australia"
714,bogan new south wales australia,",Bogan,New South Wales,Australia"
715,monash victoria australia,",Monash,Victoria,Australia"
716,bass coast victoria australia,",Bass Coast,Victoria,Australia"
717,north sydney new south wales australia,",North Sydney,New South Wales,Australia"
718,parramatta new south wales australia,",Parramatta,New South Wales,Australia"
719,ku-ring-gai new south wales australia,",Ku-ring-gai,New South Wales,Australia"
720,lismore municipality new south wales australia,",Lismore Municipality,New South Wales,Australia"
721,marrickville new south wales australia,",Marrickville,New South Wales,Australia"
722,launceston tasmania australia,",Launceston,Tasmania,Australia"
723,derwent valley tasmania australia,",Derwent Valley,Tasmania,Australia"
724,newcastle new south wales australia,",Newcastle,New South Wales,Australia"
725,narromine new south wales australia,",Narromine,New South Wales,Australia"
726,narrandera new south wales australia,",Narrandera,New South Wales,Australia"
727,narrabri new south wales australia,",Narrabri,New South Wales,Australia"
728,warringah new south wales australia,",Warringah,New South Wales,Australia"
729,eurobodalla new south wales australia,",Eurobodalla,New South Wales,Australia"
730,camden new south wales australia,",Camden,New South Wales,Australia"
731,naracoorte and lucindale south australia australia,",Naracoorte and Lucindale,South Australia,Australia"
732,nambucca shire new south wales australia,",Nambucca Shire,New South Wales,Australia"
733,great lakes new south wales australia,",Great Lakes,New South Wales,Australia"
734,muswellbrook new south wales australia,",Muswellbrook,New South Wales,Australia"
735,tweed new south wales australia,",Tweed,New South Wales,Australia"
736,tatiara south australia australia,",Tatiara,South Australia,Australia"
737,corowa shire new south wales australia,",Corowa Shire,New South Wales,Australia"
738,mid-western regional new south wales australia,",Mid-Western Regional,New South Wales,Australia"
739,mount gambier south australia australia,",Mount Gambier,South Australia,Australia"
740,alpine victoria australia,",Alpine,Victoria,Australia"
741,wingecarribee new south wales australia,",Wingecarribee,New South Wales,Australia"
742,mosman new south wales australia,",Mosman,New South Wales,Australia"
743,moree plains new south wales australia,",Moree Plains,New South Wales,Australia"
744,kingston victoria australia,",Kingston,Victoria,Australia"
745,bayside victoria australia,",Bayside,Victoria,Australia"
746,moonee valley victoria australia,",Moonee Valley,Victoria,Australia"
747,glenorchy tasmania australia,",Glenorchy,Tasmania,Australia"
748,banyule victoria australia,",Banyule,Victoria,Australia"
749,berri and barmera south australia australia,",Berri and Barmera,South Australia,Australia"
750,cabonne new south wales australia,",Cabonne,New South Wales,Australia"
751,murray shire new south wales australia,",Murray Shire,New South Wales,Australia"
752,sutherland shire new south wales australia,",Sutherland Shire,New South Wales,Australia"
753,blayney new south wales australia,",Blayney,New South Wales,Australia"
754,holroyd new south wales australia,",Holroyd,New South Wales,Australia"
755,upper hunter shire new south wales australia,",Upper Hunter Shire,New South Wales,Australia"
756,bega valley new south wales australia,",Bega Valley,New South Wales,Australia"
757,melbourne victoria australia,",Melbourne,Victoria,Australia"
758,randwick new south wales australia,",Randwick,New South Wales,Australia"
759,botany bay new south wales australia,",Botany Bay,New South Wales,Australia"
760,central goldfields victoria australia,",Central Goldfields,Victoria,Australia"
761,mansfield victoria australia,",Mansfield,Victoria,Australia"
762,manly vale new south wales australia,",Manly Vale,New South Wales,Australia"
763,liverpool new south wales australia,",Liverpool,New South Wales,Australia"
764,fairfield new south wales australia,",Fairfield,New South Wales,Australia"
765,walgett new south wales australia,",Walgett,New South Wales,Australia"
766,auburn new south wales australia,",Auburn,New South Wales,Australia"
767,blue mountains municipality new south wales australia,",Blue Mountains Municipality,New South Wales,Australia"
768,campbelltown municipality new south wales australia,",Campbelltown Municipality,New South Wales,Australia"
769,greater geelong victoria australia,",Greater Geelong,Victoria,Australia"
770,leichhardt new south wales australia,",Leichhardt,New South Wales,Australia"
771,leeton new south wales australia,",Leeton,New South Wales,Australia"
772,albury municipality new south wales australia,",Albury Municipality,New South Wales,Australia"
773,lane cove new south wales australia,",Lane Cove,New South Wales,Australia"
774,east gippsland victoria australia,",East Gippsland,Victoria,Australia"
775,canterbury new south wales australia,",Canterbury,New South Wales,Australia"
776,lachlan new south wales australia,",Lachlan,New South Wales,Australia"
777,kyogle new south wales australia,",Kyogle,New South Wales,Australia"
778,campaspe victoria australia,",Campaspe,Victoria,Australia"
779,cessnock new south wales australia,",Cessnock,New South Wales,Australia"
780,kogarah new south wales australia,",Kogarah,New South Wales,Australia"
781,murrindindi victoria australia,",Murrindindi,Victoria,Australia"
782,kiama new south wales australia,",Kiama,New South Wales,Australia"
783,boroondara victoria australia,",Boroondara,Victoria,Australia"
784,the hills shire new south wales australia,",The Hills Shire,New South Wales,Australia"
785,greater bendigo victoria australia,",Greater Bendigo,Victoria,Australia"
786,kempsey new south wales australia,",Kempsey,New South Wales,Australia"
787,junee new south wales australia,",Junee,New South Wales,Australia"
788,greater hume shire new south wales australia,",Greater Hume Shire,New South Wales,Australia"
789,snowy river new south wales australia,",Snowy River,New South Wales,Australia"
790,inverell new south wales australia,",Inverell,New South Wales,Australia"
791,cassowary coast queensland australia,",Cassowary Coast,Queensland,Australia"
792,hinchinbrook queensland australia,",Hinchinbrook,Queensland,Australia"
793,huon valley tasmania australia,",Huon Valley,Tasmania,Australia"
794,flinders queensland australia,",Flinders,Queensland,Australia"
795,horsham victoria australia,",Horsham,Victoria,Australia"
796,burdekin queensland australia,",Burdekin,Queensland,Australia"
797,strathfield new south wales australia,",Strathfield,New South Wales,Australia"
798,hobart tasmania australia,",Hobart,Tasmania,Australia"
799,carrathool new south wales australia,",Carrathool,New South Wales,Australia"
800,hay new south wales australia,",Hay,New South Wales,Australia"
801,southern grampians victoria australia,",Southern Grampians,Victoria,Australia"
802,guyra new south wales australia,",Guyra,New South Wales,Australia"
803,gunnedah new south wales australia,",Gunnedah,New South Wales,Australia"
804,gundagai new south wales australia,",Gundagai,New South Wales,Australia"
805,griffith new south wales australia,",Griffith,New South Wales,Australia"
806,weddin new south wales australia,",Weddin,New South Wales,Australia"
807,goulburn mulwaree new south wales australia,",Goulburn Mulwaree,New South Wales,Australia"
808,goondiwindi queensland australia,",Goondiwindi,Queensland,Australia"
809,wentworth new south wales australia,",Wentworth,New South Wales,Australia"
810,gloucester shire new south wales australia,",Gloucester Shire,New South Wales,Australia"
811,glen innes severn new south wales australia,",Glen Innes Severn,New South Wales,Australia"
812,gilgandra new south wales australia,",Gilgandra,New South Wales,Australia"
813,george town tasmania australia,",George Town,Tasmania,Australia"
814,north burnett queensland australia,",North Burnett,Queensland,Australia"
815,lockyer valley queensland australia,",Lockyer Valley,Queensland,Australia"
816,forbes new south wales australia,",Forbes,New South Wales,Australia"
817,berrigan new south wales australia,",Berrigan,New South Wales,Australia"
818,byron shire new south wales australia,",Byron Shire,New South Wales,Australia"
819,richmond valley new south wales australia,",Richmond Valley,New South Wales,Australia"
820,dubbo municipality new south wales australia,",Dubbo Municipality,New South Wales,Australia"
821,armidale dumaresq new south wales australia,",Armidale Dumaresq,New South Wales,Australia"
822,central highlands queensland australia,",Central Highlands,Queensland,Australia"
823,  new south wales australia,", ,New South Wales,Australia"
824,ballina new south wales australia,",Ballina,New South Wales,Australia"
825,dungog new south wales australia,",Dungog,New South Wales,Australia"
826,warrumbungle shire new south wales australia,",Warrumbungle Shire,New South Wales,Australia"
827,bellingen new south wales australia,",Bellingen,New South Wales,Australia"
828,devonport tasmania australia,",Devonport,Tasmania,Australia"
829,deniliquin new south wales australia,",Deniliquin,New South Wales,Australia"
830,murrumbidgee shire new south wales australia,",Murrumbidgee Shire,New South Wales,Australia"
831,king island tasmania australia,",King Island,Tasmania,Australia"
832,ashfield new south wales australia,",Ashfield,New South Wales,Australia"
833,upper lachlan shire new south wales australia,",Upper Lachlan Shire,New South Wales,Australia"
834,cowra new south wales australia,",Cowra,New South Wales,Australia"
835,cootamundra new south wales australia,",Cootamundra,New South Wales,Australia"
836,coonamble new south wales australia,",Coonamble,New South Wales,Australia"
837,cooma-monaro new south wales australia,",Cooma-Monaro,New South Wales,Australia"
838,coolamon new south wales australia,",Coolamon,New South Wales,Australia"
839,colac-otway victoria australia,",Colac-Otway,Victoria,Australia"
840,cobar new south wales australia,",Cobar,New South Wales,Australia"
841,cloncurry queensland australia,",Cloncurry,Queensland,Australia"
842,willoughby new south wales australia,",Willoughby,New South Wales,Australia"
843,charters towers queensland australia,",Charters Towers,Queensland,Australia"
844,glen eira victoria australia,",Glen Eira,Victoria,Australia"
845,mount alexander victoria australia,",Mount Alexander,Victoria,Australia"
846,  australian capital territory australia,", ,Australian Capital Territory,Australia"
847,burnie tasmania australia,",Burnie,Tasmania,Australia"
848,palerang new south wales australia,",Palerang,New South Wales,Australia"
849,broken hill municipality new south wales australia,",Broken Hill Municipality,New South Wales,Australia"
850,brewarrina new south wales australia,",Brewarrina,New South Wales,Australia"
851,bourke new south wales australia,",Bourke,New South Wales,Australia"
852,boorowa new south wales australia,",Boorowa,New South Wales,Australia"
853,bombala new south wales australia,",Bombala,New South Wales,Australia"
854,gwydir new south wales australia,",Gwydir,New South Wales,Australia"
855,rockdale new south wales australia,",Rockdale,New South Wales,Australia"
856,benalla victoria australia,",Benalla,Victoria,Australia"
857,west tamar tasmania australia,",West Tamar,Tasmania,Australia"
858,moorabool victoria australia,",Moorabool,Victoria,Australia"
859,ararat victoria australia,",Ararat,Victoria,Australia"
860,surf coast victoria australia,",Surf Coast,Victoria,Australia"
861,woollahra new south wales australia,",Woollahra,New South Wales,Australia"
862,hunters hill new south wales australia,",Hunters Hill,New South Wales,Australia"
863,waverley new south wales australia,",Waverley,New South Wales,Australia"
864,palmerston northern territory australia,",Palmerston,Northern Territory,Australia"
865,ashburton western australia australia,",Ashburton,Western Australia,Australia"
866,isaac queensland australia,",Isaac,Queensland,Australia"
867,belmont western australia australia,",Belmont,Western Australia,Australia"
868,vincent western australia australia,",Vincent,Western Australia,Australia"
869,scenic rim queensland australia,",Scenic Rim,Queensland,Australia"
870,ryde new south wales australia,",Ryde,New South Wales,Australia"
871,stonnington victoria australia,",Stonnington,Victoria,Australia"
872,city of perth western australia australia,",City of Perth,Western Australia,Australia"
873,torres queensland australia,",Torres,Queensland,Australia"
874,victoria park western australia australia,",Victoria Park,Western Australia,Australia"
875,tenterfield municipality new south wales australia,",Tenterfield Municipality,New South Wales,Australia"
876,kimba south australia australia,",Kimba,South Australia,Australia"
877,holdfast bay south australia australia,",Holdfast Bay,South Australia,Australia"
878,norwood payneham st peters south australia australia,",Norwood Payneham St Peters,South Australia,Australia"
879,bayswater western australia australia,",Bayswater,Western Australia,Australia"
880,subiaco western australia australia,",Subiaco,Western Australia,Australia"
3387,  british columbia canada,", ,British Columbia,Canada"
3388,monteregie quebec canada,",Monteregie,Quebec,Canada"
3389,chaudiere-appalaches quebec canada,",Chaudiere-Appalaches,Quebec,Canada"
3390,  alberta canada,", ,Alberta,Canada"
3391,  ontario canada,", ,Ontario,Canada"
3392,saguenay/lac-saint-jean quebec canada,",Saguenay/Lac-Saint-Jean,Quebec,Canada"
3393,  prince edward island canada,", ,Prince Edward Island,Canada"
3394,  manitoba canada,", ,Manitoba,Canada"
3395,  nova scotia canada,", ,Nova Scotia,Canada"
3396,abitibi-temiscamingue quebec canada,",Abitibi-Temiscamingue,Quebec,Canada"
3397,greater vancouver regional district british columbia canada,",Greater Vancouver Regional District,British Columbia,Canada"
3398,estrie quebec canada,",Estrie,Quebec,Canada"
3399,thompson-nicola regional district british columbia canada,",Thompson-Nicola Regional District,British Columbia,Canada"
3400,  saskatchewan canada,", ,Saskatchewan,Canada"
3401,rainy river district ontario canada,",Rainy River District,Ontario,Canada"
3402,cote-nord quebec canada,",Cote-Nord,Quebec,Canada"
3403,  quebec canada,", ,Quebec,Canada"
3404,  newfoundland and labrador canada,", ,Newfoundland and Labrador,Canada"
3405,mauricie quebec canada,",Mauricie,Quebec,Canada"
3406,lanaudiere quebec canada,",Lanaudiere,Quebec,Canada"
3407,laurentides quebec canada,",Laurentides,Quebec,Canada"
3408,  new brunswick canada,", ,New Brunswick,Canada"
3409,nord-du-quebec quebec canada,",Nord-du-Quebec,Quebec,Canada"
3410,fraser valley regional district british columbia canada,",Fraser Valley Regional District,British Columbia,Canada"
3411,  nunavut canada,", ,Nunavut,Canada"
3412,peace river regional district british columbia canada,",Peace River Regional District,British Columbia,Canada"
3413,centre-du-quebec quebec canada,",Centre-du-Quebec,Quebec,Canada"
3414,outaouais quebec canada,",Outaouais,Quebec,Canada"
3415,  northwest territories canada,", ,Northwest Territories,Canada"
3416,gaspesie-iles-de-la-madeleine quebec canada,",Gaspesie-Iles-de-la-Madeleine,Quebec,Canada"
3417,sunshine coast regional district british columbia canada,",Sunshine Coast Regional District,British Columbia,Canada"
3418,wellington county ontario canada,",Wellington County,Ontario,Canada"
3419,  yukon canada,", ,Yukon,Canada"
3420,algoma ontario canada,",Algoma,Ontario,Canada"
3421,kings county nova scotia canada,",Kings County,Nova Scotia,Canada"
3422,regional district of east kootenay british columbia canada,",Regional District of East Kootenay,British Columbia,Canada"
3423,cowichan valley regional district british columbia canada,",Cowichan Valley Regional District,British Columbia,Canada"
