Unnamed: 0,name,mapped_data
471,york western australia,",York,Western Australia,Australia"
472,wanneroo western australia,",Wanneroo,Western Australia,Australia"
473,busselton western australia,",Busselton,Western Australia,Australia"
474,northam western australia,",Northam,Western Australia,Australia"
475,mundaring western australia,",Mundaring,Western Australia,Australia"
476,charles sturt south australia,",Charles Sturt,South Australia,Australia"
477,adelaide hills south australia,",Adelaide Hills,South Australia,Australia"
478,wongan-ballidu western australia,",Wongan-Ballidu,Western Australia,Australia"
479,barossa south australia,",Barossa,South Australia,Australia"
480,light south australia,",Light,South Australia,Australia"
481,whyalla south australia,",Whyalla,South Australia,Australia"
482,cambridge western australia,",Cambridge,Western Australia,Australia"
483,kwinana western australia,",Kwinana,Western Australia,Australia"
484,unley south australia,",Unley,South Australia,Australia"
485,waroona western australia,",Waroona,Western Australia,Australia"
486,copper coast south australia,",Copper Coast,South Australia,Australia"
487,loxton waikerie south australia,",Loxton Waikerie,South Australia,Australia"
488,wagin western australia,",Wagin,Western Australia,Australia"
489,geraldton-greenough western australia,",Geraldton-Greenough,Western Australia,Australia"
490,playford south australia,",Playford,South Australia,Australia"
491,victor harbor south australia,",Victor Harbor,South Australia,Australia"
492,mallala south australia,",Mallala,South Australia,Australia"
493,tumby bay south australia,",Tumby Bay,South Australia,Australia"
494,stirling western australia,",Stirling,Western Australia,Australia"
495,toodyay western australia,",Toodyay,Western Australia,Australia"
496,city of west torrens south australia,",City of West Torrens,South Australia,Australia"
497,barkly northern territory,",Barkly,Northern Territory,Australia"
498,murray bridge south australia,",Murray Bridge,South Australia,Australia"
499,nedlands western australia,",Nedlands,Western Australia,Australia"
500,marion south australia,",Marion,South Australia,Australia"
501,streaky bay south australia,",Streaky Bay,South Australia,Australia"
502,alexandrina south australia,",Alexandrina,South Australia,Australia"
503,kalgoorlie/boulder western australia,",Kalgoorlie/Boulder,Western Australia,Australia"
504,city of cockburn western australia,",City of Cockburn,Western Australia,Australia"
505,south perth western australia,",South Perth,Western Australia,Australia"
506,port pirie city and dists south australia,",Port Pirie City and Dists,South Australia,Australia"
507,serpentine-jarrahdale western australia,",Serpentine-Jarrahdale,Western Australia,Australia"
508,onkaparinga south australia,",Onkaparinga,South Australia,Australia"
509,salisbury south australia,",Salisbury,South Australia,Australia"
510,rockingham western australia,",Rockingham,Western Australia,Australia"
511,roxby downs south australia,",Roxby Downs,South Australia,Australia"
512,roebourne western australia,",Roebourne,Western Australia,Australia"
513,kalamunda western australia,",Kalamunda,Western Australia,Australia"
514,ravensthorpe western australia,",Ravensthorpe,Western Australia,Australia"
515,flinders ranges south australia,",Flinders Ranges,South Australia,Australia"
516,prospect south australia,",Prospect,South Australia,Australia"
517,yorke peninsula south australia,",Yorke Peninsula,South Australia,Australia"
518,adelaide south australia,",Adelaide,South Australia,Australia"
519,port lincoln south australia,",Port Lincoln,South Australia,Australia"
520,port hedland western australia,",Port Hedland,Western Australia,Australia"
521,port augusta south australia,",Port Augusta,South Australia,Australia"
522,  south australia,", ,South Australia,Australia"
523,murray western australia,",Murray,Western Australia,Australia"
524,peterborough south australia,",Peterborough,South Australia,Australia"
525,manjimup western australia,",Manjimup,Western Australia,Australia"
526,swan western australia,",Swan,Western Australia,Australia"
527,darwin northern territory,",Darwin,Northern Territory,Australia"
528,fremantle western australia,",Fremantle,Western Australia,Australia"
529,northampton shire western australia,",Northampton Shire,Western Australia,Australia"
530,yankalilla south australia,",Yankalilla,South Australia,Australia"
531,east arnhem northern territory,",East Arnhem,Northern Territory,Australia"
532,east pilbara western australia,",East Pilbara,Western Australia,Australia"
533,narrogin western australia,",Narrogin,Western Australia,Australia"
534,mount barker south australia,",Mount Barker,South Australia,Australia"
535,mount isa queensland,",Mount Isa,Queensland,Australia"
536,plantagenet shire western australia,",Plantagenet Shire,Western Australia,Australia"
537,  western australia,", ,Western Australia,Australia"
538,moora western australia,",Moora,Western Australia,Australia"
539,tea tree gully south australia,",Tea Tree Gully,South Australia,Australia"
540,mitcham south australia,",Mitcham,South Australia,Australia"
541,merredin western australia,",Merredin,Western Australia,Australia"
542,the coorong south australia,",The Coorong,South Australia,Australia"
543,yalgoo western australia,",Yalgoo,Western Australia,Australia"
544,litchfield northern territory,",Litchfield,Northern Territory,Australia"
545,augusta-margaret river shire western australia,",Augusta-Margaret River Shire,Western Australia,Australia"
546,mid murray south australia,",Mid Murray,South Australia,Australia"
547,mandurah western australia,",Mandurah,Western Australia,Australia"
548,gosnells western australia,",Gosnells,Western Australia,Australia"
549,chittering western australia,",Chittering,Western Australia,Australia"
550,wyndham-east kimberley western australia,",Wyndham-East Kimberley,Western Australia,Australia"
551,kojonup western australia,",Kojonup,Western Australia,Australia"
552,kangaroo island south australia,",Kangaroo Island,South Australia,Australia"
553,armadale western australia,",Armadale,Western Australia,Australia"
554,katherine northern territory,",Katherine,Northern Territory,Australia"
555,katanning western australia,",Katanning,Western Australia,Australia"
556,northern areas south australia,",Northern Areas,South Australia,Australia"
557,harvey western australia,",Harvey,Western Australia,Australia"
558,halls creek western australia,",Halls Creek,Western Australia,Australia"
559,albany western australia,",Albany,Western Australia,Australia"
560,port adelaide enfield south australia,",Port Adelaide Enfield,South Australia,Australia"
561,gawler south australia,",Gawler,South Australia,Australia"
562,esperance shire western australia,",Esperance Shire,Western Australia,Australia"
563,donnybrook-balingup western australia,",Donnybrook-Balingup,Western Australia,Australia"
564,irwin western australia,",Irwin,Western Australia,Australia"
565,derby-west kimberley western australia,",Derby-West Kimberley,Western Australia,Australia"
566,denmark western australia,",Denmark,Western Australia,Australia"
567,cunderdin western australia,",Cunderdin,Western Australia,Australia"
568,lower eyre peninsula south australia,",Lower Eyre Peninsula,South Australia,Australia"
569,peppermint grove western australia,",Peppermint Grove,Western Australia,Australia"
570,coober pedy south australia,",Coober Pedy,South Australia,Australia"
571,collie western australia,",Collie,Western Australia,Australia"
572,cleve south australia,",Cleve,South Australia,Australia"
573,clare and gilbert valleys south australia,",Clare and Gilbert Valleys,South Australia,Australia"
574,ceduna south australia,",Ceduna,South Australia,Australia"
575,carnarvon western australia,",Carnarvon,Western Australia,Australia"
576,capel western australia,",Capel,Western Australia,Australia"
577,canning western australia,",Canning,Western Australia,Australia"
578,campbelltown south australia,",Campbelltown,South Australia,Australia"
579,bunbury western australia,",Bunbury,Western Australia,Australia"
580,broome western australia,",Broome,Western Australia,Australia"
581,bridgetown-greenbushes western australia,",Bridgetown-Greenbushes,Western Australia,Australia"
582,boyup brook western australia,",Boyup Brook,Western Australia,Australia"
583,beverley western australia,",Beverley,Western Australia,Australia"
584,burnside south australia,",Burnside,South Australia,Australia"
585,bassendean western australia,",Bassendean,Western Australia,Australia"
586,wakefield south australia,",Wakefield,South Australia,Australia"
587,melville western australia,",Melville,Western Australia,Australia"
588,alice springs northern territory,",Alice Springs,Northern Territory,Australia"
589,dardanup western australia,",Dardanup,Western Australia,Australia"
590,east fremantle western australia,",East Fremantle,Western Australia,Australia"
591,mosman park western australia,",Mosman Park,Western Australia,Australia"
592,claremont western australia,",Claremont,Western Australia,Australia"
593,dandaragan western australia,",Dandaragan,Western Australia,Australia"
594,joondalup western australia,",Joondalup,Western Australia,Australia"
595,  northern territory,", ,Northern Territory,Australia"
596,young new south wales,",Young,New South Wales,Australia"
597,rockhampton queensland,",Rockhampton,Queensland,Australia"
598,gold coast queensland,",Gold Coast,Queensland,Australia"
599,yass valley new south wales,",Yass Valley,New South Wales,Australia"
600,moira victoria,",Moira,Victoria,Australia"
601,maribyrnong victoria,",Maribyrnong,Victoria,Australia"
602,toowoomba queensland,",Toowoomba,Queensland,Australia"
603,yarra ranges victoria,",Yarra Ranges,Victoria,Australia"
604,sunshine coast queensland,",Sunshine Coast,Queensland,Australia"
605,waratah/wynyard tasmania,",Waratah/Wynyard,Tasmania,Australia"
606,brisbane queensland,",Brisbane,Queensland,Australia"
607,grant south australia,",Grant,South Australia,Australia"
608,cairns queensland,",Cairns,Queensland,Australia"
609,moreton bay queensland,",Moreton Bay,Queensland,Australia"
610,coffs harbour new south wales,",Coffs Harbour,New South Wales,Australia"
611,logan queensland,",Logan,Queensland,Australia"
612,south burnett queensland,",South Burnett,Queensland,Australia"
613,wodonga victoria,",Wodonga,Victoria,Australia"
614,  victoria,", ,Victoria,Australia"
615,hobsons bay victoria,",Hobsons Bay,Victoria,Australia"
616,whittlesea victoria,",Whittlesea,Victoria,Australia"
617,bland new south wales,",Bland,New South Wales,Australia"
618,western downs queensland,",Western Downs,Queensland,Australia"
619,meander valley tasmania,",Meander Valley,Tasmania,Australia"
620,wyndham victoria,",Wyndham,Victoria,Australia"
621,redland queensland,",Redland,Queensland,Australia"
622,wellington new south wales,",Wellington,New South Wales,Australia"
623,cook queensland,",Cook,Queensland,Australia"
624,nillumbik victoria,",Nillumbik,Victoria,Australia"
625,southern downs queensland,",Southern Downs,Queensland,Australia"
626,warrnambool victoria,",Warrnambool,Victoria,Australia"
627,clarence tasmania,",Clarence,Tasmania,Australia"
628,manningham victoria,",Manningham,Victoria,Australia"
629,baw baw victoria,",Baw Baw,Victoria,Australia"
630,knox victoria,",Knox,Victoria,Australia"
631,wangaratta victoria,",Wangaratta,Victoria,Australia"
632,mackay queensland,",Mackay,Queensland,Australia"
633,wagga wagga new south wales,",Wagga Wagga,New South Wales,Australia"
634,whitehorse victoria,",Whitehorse,Victoria,Australia"
635,fraser coast queensland,",Fraser Coast,Queensland,Australia"
636,central coast tasmania,",Central Coast,Tasmania,Australia"
637,shoalhaven shire new south wales,",Shoalhaven Shire,New South Wales,Australia"
638,mornington peninsula victoria,",Mornington Peninsula,Victoria,Australia"
639,tumut shire new south wales,",Tumut Shire,New South Wales,Australia"
640,wyong shire new south wales,",Wyong Shire,New South Wales,Australia"
641,hume victoria,",Hume,Victoria,Australia"
642,latrobe victoria,",Latrobe,Victoria,Australia"
643,townsville queensland,",Townsville,Queensland,Australia"
644,casey victoria,",Casey,Victoria,Australia"
645,gladstone queensland,",Gladstone,Queensland,Australia"
646,tablelands queensland,",Tablelands,Queensland,Australia"
647,gympie regional council queensland,",Gympie Regional Council,Queensland,Australia"
648,ipswich queensland,",Ipswich,Queensland,Australia"
649,bundaberg queensland,",Bundaberg,Queensland,Australia"
650,kingborough tasmania,",Kingborough,Tasmania,Australia"
651,banana queensland,",Banana,Queensland,Australia"
652,greater taree new south wales,",Greater Taree,New South Wales,Australia"
653,tamworth municipality new south wales,",Tamworth Municipality,New South Wales,Australia"
654,city of sydney new south wales,",City of Sydney,New South Wales,Australia"
655,brimbank victoria,",Brimbank,Victoria,Australia"
656,swan hill victoria,",Swan Hill,Victoria,Australia"
657,port stephens shire new south wales,",Port Stephens Shire,New South Wales,Australia"
658,northern grampians victoria,",Northern Grampians,Victoria,Australia"
659,greater dandenong victoria,",Greater Dandenong,Victoria,Australia"
660,port phillip victoria,",Port Phillip,Victoria,Australia"
661,clarence valley new south wales,",Clarence Valley,New South Wales,Australia"
662,sorell tasmania,",Sorell,Tasmania,Australia"
663,circular head tasmania,",Circular Head,Tasmania,Australia"
664,singleton new south wales,",Singleton,New South Wales,Australia"
665,greater shepparton victoria,",Greater Shepparton,Victoria,Australia"
666,shellharbour new south wales,",Shellharbour,New South Wales,Australia"
667,kentish tasmania,",Kentish,Tasmania,Australia"
668,ballarat north victoria,",Ballarat North,Victoria,Australia"
669,frankston victoria,",Frankston,Victoria,Australia"
670,dorset tasmania,",Dorset,Tasmania,Australia"
671,wellington victoria,",Wellington,Victoria,Australia"
672,break o'day tasmania,",Break O'Day,Tasmania,Australia"
673,maitland municipality new south wales,",Maitland Municipality,New South Wales,Australia"
674,west coast tasmania,",West Coast,Tasmania,Australia"
675,maranoa queensland,",Maranoa,Queensland,Australia"
676,melton victoria,",Melton,Victoria,Australia"
677,blacktown new south wales,",Blacktown,New South Wales,Australia"
678,maroondah victoria,",Maroondah,Victoria,Australia"
679,yarra victoria,",Yarra,Victoria,Australia"
680,hawkesbury new south wales,",Hawkesbury,New South Wales,Australia"
681,canada bay new south wales,",Canada Bay,New South Wales,Australia"
682,bankstown new south wales,",Bankstown,New South Wales,Australia"
683,darebin victoria,",Darebin,Victoria,Australia"
684,renmark paringa south australia,",Renmark Paringa,South Australia,Australia"
685,whitsunday queensland,",Whitsunday,Queensland,Australia"
686,lake macquarie shire new south wales,",Lake Macquarie Shire,New South Wales,Australia"
687,liverpool plains new south wales,",Liverpool Plains,New South Wales,Australia"
688,queenscliffe victoria,",Queenscliffe,Victoria,Australia"
689,queanbeyan new south wales,",Queanbeyan,New South Wales,Australia"
690,latrobe tasmania,",Latrobe,Tasmania,Australia"
691,port macquarie-hastings new south wales,",Port Macquarie-Hastings,New South Wales,Australia"
692,glenelg victoria,",Glenelg,Victoria,Australia"
693,lithgow new south wales,",Lithgow,New South Wales,Australia"
694,wollongong new south wales,",Wollongong,New South Wales,Australia"
695,moyne victoria,",Moyne,Victoria,Australia"
696,gosford shire new south wales,",Gosford Shire,New South Wales,Australia"
697,wollondilly new south wales,",Wollondilly,New South Wales,Australia"
698,bathurst regional new south wales,",Bathurst Regional,New South Wales,Australia"
699,northern midlands tasmania,",Northern Midlands,Tasmania,Australia"
700,hurstville new south wales,",Hurstville,New South Wales,Australia"
701,penrith municipality new south wales,",Penrith Municipality,New South Wales,Australia"
702,wattle range south australia,",Wattle Range,South Australia,Australia"
703,hornsby shire new south wales,",Hornsby Shire,New South Wales,Australia"
704,parkes new south wales,",Parkes,New South Wales,Australia"
705,moreland victoria,",Moreland,Victoria,Australia"
706,pittwater new south wales,",Pittwater,New South Wales,Australia"
707,cardinia victoria,",Cardinia,Victoria,Australia"
708,mildura shire victoria,",Mildura Shire,Victoria,Australia"
709,orange municipality new south wales,",Orange Municipality,New South Wales,Australia"
710,brighton tasmania,",Brighton,Tasmania,Australia"
711,oberon new south wales,",Oberon,New South Wales,Australia"
712,bogan new south wales,",Bogan,New South Wales,Australia"
713,monash victoria,",Monash,Victoria,Australia"
714,bass coast victoria,",Bass Coast,Victoria,Australia"
715,north sydney new south wales,",North Sydney,New South Wales,Australia"
716,parramatta new south wales,",Parramatta,New South Wales,Australia"
717,ku-ring-gai new south wales,",Ku-ring-gai,New South Wales,Australia"
718,lismore municipality new south wales,",Lismore Municipality,New South Wales,Australia"
719,marrickville new south wales,",Marrickville,New South Wales,Australia"
720,launceston tasmania,",Launceston,Tasmania,Australia"
721,derwent valley tasmania,",Derwent Valley,Tasmania,Australia"
722,newcastle new south wales,",Newcastle,New South Wales,Australia"
723,narromine new south wales,",Narromine,New South Wales,Australia"
724,narrandera new south wales,",Narrandera,New South Wales,Australia"
725,narrabri new south wales,",Narrabri,New South Wales,Australia"
726,warringah new south wales,",Warringah,New South Wales,Australia"
727,eurobodalla new south wales,",Eurobodalla,New South Wales,Australia"
728,camden new south wales,",Camden,New South Wales,Australia"
729,naracoorte and lucindale south australia,",Naracoorte and Lucindale,South Australia,Australia"
730,nambucca shire new south wales,",Nambucca Shire,New South Wales,Australia"
731,great lakes new south wales,",Great Lakes,New South Wales,Australia"
732,muswellbrook new south wales,",Muswellbrook,New South Wales,Australia"
733,tweed new south wales,",Tweed,New South Wales,Australia"
734,tatiara south australia,",Tatiara,South Australia,Australia"
735,corowa shire new south wales,",Corowa Shire,New South Wales,Australia"
736,mid-western regional new south wales,",Mid-Western Regional,New South Wales,Australia"
737,mount gambier south australia,",Mount Gambier,South Australia,Australia"
738,alpine victoria,",Alpine,Victoria,Australia"
739,wingecarribee new south wales,",Wingecarribee,New South Wales,Australia"
740,mosman new south wales,",Mosman,New South Wales,Australia"
741,moree plains new south wales,",Moree Plains,New South Wales,Australia"
742,kingston victoria,",Kingston,Victoria,Australia"
743,bayside victoria,",Bayside,Victoria,Australia"
744,moonee valley victoria,",Moonee Valley,Victoria,Australia"
745,glenorchy tasmania,",Glenorchy,Tasmania,Australia"
746,banyule victoria,",Banyule,Victoria,Australia"
747,berri and barmera south australia,",Berri and Barmera,South Australia,Australia"
748,cabonne new south wales,",Cabonne,New South Wales,Australia"
749,murray shire new south wales,",Murray Shire,New South Wales,Australia"
750,sutherland shire new south wales,",Sutherland Shire,New South Wales,Australia"
751,blayney new south wales,",Blayney,New South Wales,Australia"
752,holroyd new south wales,",Holroyd,New South Wales,Australia"
753,upper hunter shire new south wales,",Upper Hunter Shire,New South Wales,Australia"
754,bega valley new south wales,",Bega Valley,New South Wales,Australia"
755,melbourne victoria,",Melbourne,Victoria,Australia"
756,randwick new south wales,",Randwick,New South Wales,Australia"
757,botany bay new south wales,",Botany Bay,New South Wales,Australia"
758,central goldfields victoria,",Central Goldfields,Victoria,Australia"
759,mansfield victoria,",Mansfield,Victoria,Australia"
760,manly vale new south wales,",Manly Vale,New South Wales,Australia"
761,liverpool new south wales,",Liverpool,New South Wales,Australia"
762,fairfield new south wales,",Fairfield,New South Wales,Australia"
763,walgett new south wales,",Walgett,New South Wales,Australia"
764,auburn new south wales,",Auburn,New South Wales,Australia"
765,blue mountains municipality new south wales,",Blue Mountains Municipality,New South Wales,Australia"
766,campbelltown municipality new south wales,",Campbelltown Municipality,New South Wales,Australia"
767,greater geelong victoria,",Greater Geelong,Victoria,Australia"
768,leichhardt new south wales,",Leichhardt,New South Wales,Australia"
769,leeton new south wales,",Leeton,New South Wales,Australia"
770,albury municipality new south wales,",Albury Municipality,New South Wales,Australia"
771,lane cove new south wales,",Lane Cove,New South Wales,Australia"
772,east gippsland victoria,",East Gippsland,Victoria,Australia"
773,canterbury new south wales,",Canterbury,New South Wales,Australia"
774,lachlan new south wales,",Lachlan,New South Wales,Australia"
775,kyogle new south wales,",Kyogle,New South Wales,Australia"
776,campaspe victoria,",Campaspe,Victoria,Australia"
777,cessnock new south wales,",Cessnock,New South Wales,Australia"
778,kogarah new south wales,",Kogarah,New South Wales,Australia"
779,murrindindi victoria,",Murrindindi,Victoria,Australia"
780,kiama new south wales,",Kiama,New South Wales,Australia"
781,boroondara victoria,",Boroondara,Victoria,Australia"
782,the hills shire new south wales,",The Hills Shire,New South Wales,Australia"
783,greater bendigo victoria,",Greater Bendigo,Victoria,Australia"
784,kempsey new south wales,",Kempsey,New South Wales,Australia"
785,junee new south wales,",Junee,New South Wales,Australia"
786,greater hume shire new south wales,",Greater Hume Shire,New South Wales,Australia"
787,snowy river new south wales,",Snowy River,New South Wales,Australia"
788,inverell new south wales,",Inverell,New South Wales,Australia"
789,cassowary coast queensland,",Cassowary Coast,Queensland,Australia"
790,hinchinbrook queensland,",Hinchinbrook,Queensland,Australia"
791,huon valley tasmania,",Huon Valley,Tasmania,Australia"
792,flinders queensland,",Flinders,Queensland,Australia"
793,horsham victoria,",Horsham,Victoria,Australia"
794,burdekin queensland,",Burdekin,Queensland,Australia"
795,strathfield new south wales,",Strathfield,New South Wales,Australia"
796,hobart tasmania,",Hobart,Tasmania,Australia"
797,carrathool new south wales,",Carrathool,New South Wales,Australia"
798,hay new south wales,",Hay,New South Wales,Australia"
799,southern grampians victoria,",Southern Grampians,Victoria,Australia"
800,guyra new south wales,",Guyra,New South Wales,Australia"
801,gunnedah new south wales,",Gunnedah,New South Wales,Australia"
802,gundagai new south wales,",Gundagai,New South Wales,Australia"
803,griffith new south wales,",Griffith,New South Wales,Australia"
804,weddin new south wales,",Weddin,New South Wales,Australia"
805,goulburn mulwaree new south wales,",Goulburn Mulwaree,New South Wales,Australia"
806,goondiwindi queensland,",Goondiwindi,Queensland,Australia"
807,wentworth new south wales,",Wentworth,New South Wales,Australia"
808,gloucester shire new south wales,",Gloucester Shire,New South Wales,Australia"
809,glen innes severn new south wales,",Glen Innes Severn,New South Wales,Australia"
810,gilgandra new south wales,",Gilgandra,New South Wales,Australia"
811,george town tasmania,",George Town,Tasmania,Australia"
812,north burnett queensland,",North Burnett,Queensland,Australia"
813,lockyer valley queensland,",Lockyer Valley,Queensland,Australia"
814,forbes new south wales,",Forbes,New South Wales,Australia"
815,berrigan new south wales,",Berrigan,New South Wales,Australia"
816,byron shire new south wales,",Byron Shire,New South Wales,Australia"
817,richmond valley new south wales,",Richmond Valley,New South Wales,Australia"
818,dubbo municipality new south wales,",Dubbo Municipality,New South Wales,Australia"
819,armidale dumaresq new south wales,",Armidale Dumaresq,New South Wales,Australia"
820,central highlands queensland,",Central Highlands,Queensland,Australia"
821,  new south wales,", ,New South Wales,Australia"
822,ballina new south wales,",Ballina,New South Wales,Australia"
823,dungog new south wales,",Dungog,New South Wales,Australia"
824,warrumbungle shire new south wales,",Warrumbungle Shire,New South Wales,Australia"
825,bellingen new south wales,",Bellingen,New South Wales,Australia"
826,devonport tasmania,",Devonport,Tasmania,Australia"
827,deniliquin new south wales,",Deniliquin,New South Wales,Australia"
828,murrumbidgee shire new south wales,",Murrumbidgee Shire,New South Wales,Australia"
829,king island tasmania,",King Island,Tasmania,Australia"
830,ashfield new south wales,",Ashfield,New South Wales,Australia"
831,upper lachlan shire new south wales,",Upper Lachlan Shire,New South Wales,Australia"
832,cowra new south wales,",Cowra,New South Wales,Australia"
833,cootamundra new south wales,",Cootamundra,New South Wales,Australia"
834,coonamble new south wales,",Coonamble,New South Wales,Australia"
835,cooma-monaro new south wales,",Cooma-Monaro,New South Wales,Australia"
836,coolamon new south wales,",Coolamon,New South Wales,Australia"
837,colac-otway victoria,",Colac-Otway,Victoria,Australia"
838,cobar new south wales,",Cobar,New South Wales,Australia"
839,cloncurry queensland,",Cloncurry,Queensland,Australia"
840,willoughby new south wales,",Willoughby,New South Wales,Australia"
841,charters towers queensland,",Charters Towers,Queensland,Australia"
842,glen eira victoria,",Glen Eira,Victoria,Australia"
843,mount alexander victoria,",Mount Alexander,Victoria,Australia"
844,  australian capital territory,", ,Australian Capital Territory,Australia"
845,burnie tasmania,",Burnie,Tasmania,Australia"
846,palerang new south wales,",Palerang,New South Wales,Australia"
847,broken hill municipality new south wales,",Broken Hill Municipality,New South Wales,Australia"
848,brewarrina new south wales,",Brewarrina,New South Wales,Australia"
849,bourke new south wales,",Bourke,New South Wales,Australia"
850,boorowa new south wales,",Boorowa,New South Wales,Australia"
851,bombala new south wales,",Bombala,New South Wales,Australia"
852,gwydir new south wales,",Gwydir,New South Wales,Australia"
853,rockdale new south wales,",Rockdale,New South Wales,Australia"
854,benalla victoria,",Benalla,Victoria,Australia"
855,west tamar tasmania,",West Tamar,Tasmania,Australia"
856,moorabool victoria,",Moorabool,Victoria,Australia"
857,ararat victoria,",Ararat,Victoria,Australia"
858,surf coast victoria,",Surf Coast,Victoria,Australia"
859,woollahra new south wales,",Woollahra,New South Wales,Australia"
860,hunters hill new south wales,",Hunters Hill,New South Wales,Australia"
861,waverley new south wales,",Waverley,New South Wales,Australia"
862,palmerston northern territory,",Palmerston,Northern Territory,Australia"
863,ashburton western australia,",Ashburton,Western Australia,Australia"
864,isaac queensland,",Isaac,Queensland,Australia"
865,belmont western australia,",Belmont,Western Australia,Australia"
866,vincent western australia,",Vincent,Western Australia,Australia"
867,scenic rim queensland,",Scenic Rim,Queensland,Australia"
868,ryde new south wales,",Ryde,New South Wales,Australia"
869,stonnington victoria,",Stonnington,Victoria,Australia"
870,city of perth western australia,",City of Perth,Western Australia,Australia"
871,torres queensland,",Torres,Queensland,Australia"
872,victoria park western australia,",Victoria Park,Western Australia,Australia"
873,tenterfield municipality new south wales,",Tenterfield Municipality,New South Wales,Australia"
874,kimba south australia,",Kimba,South Australia,Australia"
875,holdfast bay south australia,",Holdfast Bay,South Australia,Australia"
876,norwood payneham st peters south australia,",Norwood Payneham St Peters,South Australia,Australia"
877,bayswater western australia,",Bayswater,Western Australia,Australia"
878,subiaco western australia,",Subiaco,Western Australia,Australia"
3377,  british columbia,", ,British Columbia,Canada"
3378,monteregie quebec,",Monteregie,Quebec,Canada"
3379,chaudiere-appalaches quebec,",Chaudiere-Appalaches,Quebec,Canada"
3380,  alberta,", ,Alberta,Canada"
3381,  ontario,", ,Ontario,Canada"
3382,saguenay/lac-saint-jean quebec,",Saguenay/Lac-Saint-Jean,Quebec,Canada"
3383,  prince edward island,", ,Prince Edward Island,Canada"
3384,  manitoba,", ,Manitoba,Canada"
3385,  nova scotia,", ,Nova Scotia,Canada"
3386,abitibi-temiscamingue quebec,",Abitibi-Temiscamingue,Quebec,Canada"
3387,greater vancouver regional district british columbia,",Greater Vancouver Regional District,British Columbia,Canada"
3388,estrie quebec,",Estrie,Quebec,Canada"
3389,thompson-nicola regional district british columbia,",Thompson-Nicola Regional District,British Columbia,Canada"
3390,  saskatchewan,", ,Saskatchewan,Canada"
3391,rainy river district ontario,",Rainy River District,Ontario,Canada"
3392,cote-nord quebec,",Cote-Nord,Quebec,Canada"
3393,  quebec,", ,Quebec,Canada"
3394,  newfoundland and labrador,", ,Newfoundland and Labrador,Canada"
3395,mauricie quebec,",Mauricie,Quebec,Canada"
3396,lanaudiere quebec,",Lanaudiere,Quebec,Canada"
3397,laurentides quebec,",Laurentides,Quebec,Canada"
3398,  new brunswick,", ,New Brunswick,Canada"
3399,nord-du-quebec quebec,",Nord-du-Quebec,Quebec,Canada"
3400,fraser valley regional district british columbia,",Fraser Valley Regional District,British Columbia,Canada"
3401,  nunavut,", ,Nunavut,Canada"
3402,peace river regional district british columbia,",Peace River Regional District,British Columbia,Canada"
3403,centre-du-quebec quebec,",Centre-du-Quebec,Quebec,Canada"
3404,outaouais quebec,",Outaouais,Quebec,Canada"
3405,  northwest territories,", ,Northwest Territories,Canada"
3406,gaspesie-iles-de-la-madeleine quebec,",Gaspesie-Iles-de-la-Madeleine,Quebec,Canada"
3407,sunshine coast regional district british columbia,",Sunshine Coast Regional District,British Columbia,Canada"
3408,wellington county ontario,",Wellington County,Ontario,Canada"
3409,  yukon,", ,Yukon,Canada"
3410,algoma ontario,",Algoma,Ontario,Canada"
3411,kings county nova scotia,",Kings County,Nova Scotia,Canada"
3412,regional district of east kootenay british columbia,",Regional District of East Kootenay,British Columbia,Canada"
3413,cowichan valley regional district british columbia,",Cowichan Valley Regional District,British Columbia,Canada"
3414,laval quebec,",Laval,Quebec,Canada"
3415,halton ontario,",Halton,Ontario,Canada"
3416,northumberland county new brunswick,",Northumberland County,New Brunswick,Canada"
3417,montreal quebec,",Montreal,Quebec,Canada"
3418,nipissing district ontario,",Nipissing District,Ontario,Canada"
3419,regional district of nanaimo british columbia,",Regional District of Nanaimo,British Columbia,Canada"
3420,parry sound district ontario,",Parry Sound District,Ontario,Canada"
3421,powell river regional district british columbia,",Powell River Regional District,British Columbia,Canada"
3422,skeena-queen charlotte regional district british columbia,",Skeena-Queen Charlotte Regional District,British Columbia,Canada"
3423,york ontario,",York,Ontario,Canada"
3424,charlotte county new brunswick,",Charlotte County,New Brunswick,Canada"
3425,capitale-nationale quebec,",Capitale-Nationale,Quebec,Canada"
3426,lambton county ontario,",Lambton County,Ontario,Canada"
3427,lanark county ontario,",Lanark County,Ontario,Canada"
3428,regional municipality of niagara ontario,",Regional Municipality of Niagara,Ontario,Canada"
3429,thunder bay district ontario,",Thunder Bay District,Ontario,Canada"
3430,regional district of alberni-clayoquot british columbia,",Regional District of Alberni-Clayoquot,British Columbia,Canada"
3431,regional district of north okanagan british columbia,",Regional District of North Okanagan,British Columbia,Canada"
3432,oxford county ontario,",Oxford County,Ontario,Canada"
3433,bas-saint-laurent quebec,",Bas-Saint-Laurent,Quebec,Canada"
3434,madawaska county new brunswick,",Madawaska County,New Brunswick,Canada"
4655,caerphilly county borough wales,",Caerphilly County Borough,Wales,United Kingdom"
4656,sir powys wales,",Sir Powys,Wales,United Kingdom"
4657,neath port talbot wales,",Neath Port Talbot,Wales,United Kingdom"
4658,city of york england,",City of York,England,United Kingdom"
4659,somerset england,",Somerset,England,United Kingdom"
4660,devon england,",Devon,England,United Kingdom"
