Unnamed: 0,name,mapped_data
62115,dharmadam,"Dharmadam, ,Kerala,India"
62116,dharmabad,"Dharmabad,Nanded,Maharashtra,India"
62117,dhariwal,"Dhariwal,Gurdaspur,Punjab,India"
62118,dhari,"Dhari,Amreli,Gujarat,India"
62119,dharchula,"Dharchula,Pithoragarh,Uttarakhand,India"
62120,dharapuram,"Dharapuram,Tiruppur,Tamil Nadu,India"
62121,dharangaon,"Dharangaon,Jalgaon,Maharashtra,India"
62122,dharampuri,"Dharampuri,Dhar,Madhya Pradesh,India"
62123,dharampur,"Dharampur,Valsad,Gujarat,India"
62124,dhar,"Dhar,Dhar,Madhya Pradesh,India"
62125,dhanwar,"Dhanwar,Giridih,Jharkhand,India"
62126,dhanera,"Dhanera,Banas Kantha,Gujarat,India"
62127,dhandhuka,"Dhandhuka,Ahmadabad,Gujarat,India"
62128,dhanbad,"Dhanbad,Dhanbad,Jharkhand,India"
62129,dhanaura,"Dhanaura,Jyotiba Phule Nagar,Uttar Pradesh,India"
62130,dhanaula,"Dhanaula,Barnala,Punjab,India"
62131,dhana,"Dhana,Sagar,Madhya Pradesh,India"
62132,dhamtari,"Dhamtari,Dhamtari,Chhattisgarh,India"
62133,dhampur,"Dhampur,Bijnor,Uttar Pradesh,India"
62134,dhamnod,"Dhamnod,Dhar,Madhya Pradesh,India"
62135,dhali,"Dhali,Tiruppur,Tamil Nadu,India"
62136,dewas,"Dewas,Dewas,Madhya Pradesh,India"
62137,dewa,"Dewa,Bara Banki,Uttar Pradesh,India"
62138,devli,"Devli,Tonk,Rajasthan,India"
62139,devgarh,"Devgarh,Rajsamand,Rajasthan,India"
62140,devgadh bariya,"Devgadh Bariya,Dohad,Gujarat,India"
62141,devarkonda,"Devarkonda,Nalgonda,Telangana,India"
62142,devaprayag,"Devaprayag,Garhwal,Uttarakhand,India"
62143,devanhalli,"Devanhalli,Bangalore Rural,Karnataka,India"
62144,devakottai,"Devakottai,Sivaganga,Tamil Nadu,India"
62145,devadanappatti,"Devadanappatti,Theni,Tamil Nadu,India"
62146,deulgaon raja,"Deulgaon Raja,Buldana,Maharashtra,India"
62147,desur,"Desur,Tiruvannamalai,Tamil Nadu,India"
62148,deshnoke,"Deshnoke,Bikaner,Rajasthan,India"
62149,dergaon,"Dergaon,Golaghat,Assam,India"
62150,dera gopipur,"Dera Gopipur,Kangra,Himachal Pradesh,India"
62151,dera nanak,"Dera Nanak,Gurdaspur,Punjab,India"
62152,depalpur,"Depalpur,Indore,Madhya Pradesh,India"
62153,deori khas,"Deori Khas,Sagar,Madhya Pradesh,India"
62154,deoria,"Deoria,Deoria,Uttar Pradesh,India"
62155,deori,"Deori,Raipur,Chhattisgarh,India"
62156,deoranian,"Deoranian,Bareilly,Uttar Pradesh,India"
62157,deoli,"Deoli,Wardha,Maharashtra,India"
62158,deolali,"Deolali,Nashik Division,Maharashtra,India"
62159,deogarh,"Deogarh,Debagarh,Odisha,India"
62160,deoband,"Deoband,Saharanpur,Uttar Pradesh,India"
62161,denkanikota,"Denkanikota,Krishnagiri,Tamil Nadu,India"
62162,delvada,"Delvada,Junagadh,Gujarat,India"
62163,delhi,"Delhi,North Delhi,NCT,India"
62164,dehu,"Dehu,Pune Division,Maharashtra,India"
62165,dehri,"Dehri,Rohtas,Bihar,India"
62166,dehradun,"Dehradun,Dehradun,Uttarakhand,India"
62167,debipur,"Debipur,Murshidabad,West Bengal,India"
62168,dayal bagh,"Dayal Bagh,Agra,Uttar Pradesh,India"
62169,davorlim,"Davorlim,South Goa,Goa,India"
62170,dausa,"Dausa,Dausa,Rajasthan,India"
62171,daurala,"Daurala,Meerut,Uttar Pradesh,India"
62172,daund,"Daund,Pune Division,Maharashtra,India"
62173,daudnagar,"Daudnagar,Aurangabad,Bihar,India"
62174,dattapur,"Dattapur,Amravati Division,Maharashtra,India"
62175,datia,"Datia,Datia,Madhya Pradesh,India"
62176,dataganj,"Dataganj,Budaun,Uttar Pradesh,India"
62177,dasua,"Dasua,Hoshiarpur,Punjab,India"
62178,dasna,"Dasna,Ghaziabad,Uttar Pradesh,India"
62179,daryapur,"Daryapur,Amravati Division,Maharashtra,India"
62180,darwha,"Darwha,Yavatmal,Maharashtra,India"
62181,darlawn,"Darlawn,Aizawl,Mizoram,India"
62182,darjiling,"Darjiling,Darjiling,West Bengal,India"
62183,dariba,"Dariba,Rajsamand,Rajasthan,India"
62184,darbhanga,"Darbhanga,Darbhanga,Bihar,India"
62185,dankaur,"Dankaur,Gautam Buddha Nagar,Uttar Pradesh,India"
62186,dandeli,"Dandeli,Uttar Kannada,Karnataka,India"
62187,danapur,"Danapur,Patna,Bihar,India"
62188,damoh,"Damoh,Damoh,Madhya Pradesh,India"
62189,damnagar,"Damnagar,Amreli,Gujarat,India"
62190,daltenganj,"Daltenganj,Palamu,Jharkhand,India"
62191,dalsingh sarai,"Dalsingh Sarai,Samastipur,Bihar,India"
62192,dalmau,"Dalmau,Rae Bareli,Uttar Pradesh,India"
62193,dalkola,"Dalkola,Uttar Dinajpur,West Bengal,India"
62194,dalhousie,"Dalhousie,Chamba,Himachal Pradesh,India"
62195,dakor,"Dakor,Kheda,Gujarat,India"
62196,daitari,"Daitari,Jajpur,Odisha,India"
62197,dahod,"Dahod,Dohad,Gujarat,India"
62198,dahegam,"Dahegam,Gandhinagar,Gujarat,India"
62199,dahanu,"Dahanu, ,Maharashtra,India"
62200,dagshai,"Dagshai,Solan,Himachal Pradesh,India"
62201,dadri,"Dadri,Gautam Buddha Nagar,Uttar Pradesh,India"
62202,dabwali,"Dabwali,Sirsa,Haryana,India"
62203,dabra,"Dabra,Gwalior,Madhya Pradesh,India"
62204,daboh,"Daboh,Bhind,Madhya Pradesh,India"
62205,dabhol,"Dabhol,Ratnagiri,Maharashtra,India"
62206,dabhoi,"Dabhoi,Vadodara,Gujarat,India"
62207,cuttack,"Cuttack,Cuttack,Odisha,India"
62208,curti,"Curti,North Goa,Goa,India"
62209,curchorem,"Curchorem,South Goa,Goa,India"
62210,cuncolim,"Cuncolim,South Goa,Goa,India"
62211,cuddapah,"Cuddapah,Cuddapah,Andhra Pradesh,India"
62212,cuddalore,"Cuddalore,Cuddalore,Tamil Nadu,India"
62213,cortalim,"Cortalim,South Goa,Goa,India"
62214,coondapoor,"Coondapoor,Udupi,Karnataka,India"
62215,colva,"Colva,South Goa,Goa,India"
62216,colovale,"Colovale,North Goa,Goa,India"
62217,colonelganj,"Colonelganj,Gonda,Uttar Pradesh,India"
62218,colgong,"Colgong,Bhagalpur,Bihar,India"
62219,calangute,"Calangute, ,Goa,India"
62220,coimbatore,"Coimbatore,Coimbatore,Tamil Nadu,India"
62221,cochin,"Cochin,Ernakulam,Kerala,India"
62222,clement town,"Clement Town,Dehradun,Uttarakhand,India"
62223,churu,"Churu,Churu,Rajasthan,India"
62224,churachandpur,"Churachandpur,Churachandpur,Manipur,India"
62225,chunar,"Chunar,Mirzapur,Uttar Pradesh,India"
62226,vikasnagar,"Vikasnagar,Dehradun,Uttarakhand,India"
62227,chuari khas,"Chuari Khas,Chamba,Himachal Pradesh,India"
62228,chotila,"Chotila,Surendranagar,Gujarat,India"
62229,chorhat,"Chorhat,Sidhi,Madhya Pradesh,India"
62230,chopda,"Chopda,Jalgaon,Maharashtra,India"
62231,chopan,"Chopan,Sonbhadra,Uttar Pradesh,India"
62232,cholapuram,"Cholapuram,Tirunelveli Kattabo,Tamil Nadu,India"
62233,chodavaram,"Chodavaram,Vishakhapatnam,Andhra Pradesh,India"
62234,rampachodavaram,"Rampachodavaram,East Godavari,Andhra Pradesh,India"
62235,chittur,"Chittur,Palakkad district,Kerala,India"
62236,chittoor,"Chittoor,Chittoor,Andhra Pradesh,India"
62237,chittaurgarh,"Chittaurgarh,Chittaurgarh,Rajasthan,India"
62238,chittaranjan,"Chittaranjan,Barddhaman,West Bengal,India"
62239,chitrakonda,"Chitrakonda,Malkangiri,Odisha,India"
62240,chitradurga,"Chitradurga,Chitradurga,Karnataka,India"
62241,chitapur,"Chitapur,Gulbarga,Karnataka,India"
62242,chiria,"Chiria,Pashchim Singhbhum,Jharkhand,India"
62243,chirgaon,"Chirgaon, ,Madhya Pradesh,India"
62244,chidawa,"Chidawa,Jhunjhunun,Rajasthan,India"
62245,chirala,"Chirala,Prakasam,Andhra Pradesh,India"
62246,chipurupalle,"Chipurupalle,Srikakulam,Andhra Pradesh,India"
62247,chiplun,"Chiplun,Ratnagiri,Maharashtra,India"
62248,chintamani,"Chintamani,Chikkaballapur,Karnataka,India"
62249,chinna salem,"Chinna Salem,Villupuram,Tamil Nadu,India"
62250,chinnamanur,"Chinnamanur,Theni,Tamil Nadu,India"
62251,chincholi,"Chincholi,Gulbarga,Karnataka,India"
62252,chinchinim,"Chinchinim,South Goa,Goa,India"
62253,chinchani,"Chinchani,Thane,Maharashtra,India"
62254,chillupar,"Chillupar,Gorakhpur,Uttar Pradesh,India"
62255,chilakalurupet,"Chilakalurupet,Guntur,Andhra Pradesh,India"
62256,chikodi,"Chikodi,Belgaum,Karnataka,India"
62257,chiknayakanhalli,"Chiknayakanhalli,Tumkur,Karnataka,India"
62258,chikmagalur,"Chikmagalur,Chikmagalur,Karnataka,India"
62259,chikitigarh,"Chikitigarh,Ganjam,Odisha,India"
62260,chik ballapur,"Chik Ballapur,Chikkaballapur,Karnataka,India"
62261,chidambaram,"Chidambaram,Cuddalore,Tamil Nadu,India"
62262,chicholi,"Chicholi,Bhandara,Maharashtra,India"
62263,chichli,"Chichli,Narsimhapur,Madhya Pradesh,India"
62264,chicalim,"Chicalim,South Goa,Goa,India"
62265,chhuikhadan,"Chhuikhadan,Raj Nandgaon,Chhattisgarh,India"
62266,chhoti sadri,"Chhoti Sadri,Pratapgarh,Rajasthan,India"
62267,chhota udepur,"Chhota Udepur,Vadodara,Gujarat,India"
62268,chhindwara,"Chhindwara,Chhindwara,Madhya Pradesh,India"
62269,chhibramau,"Chhibramau,Kannauj,Uttar Pradesh,India"
62270,chhatarpur,"Chhatarpur,Chhatarpur,Madhya Pradesh,India"
62271,chhatapur,"Chhatapur,Supaul,Bihar,India"
62272,chhata,"Chhata,Mathura,Uttar Pradesh,India"
62273,chharra,"Chharra,Aligarh,Uttar Pradesh,India"
62274,chhaprauli,"Chhaprauli,Baghpat,Uttar Pradesh,India"
62275,chhapra,"Chhapra,Saran,Bihar,India"
62276,chhapar,"Chhapar,Churu,Rajasthan,India"
62277,chhala,"Chhala,Gandhinagar,Gujarat,India"
62278,chhachhrauli,"Chhachhrauli,Yamunanagar,Haryana,India"
62279,chhabra,"Chhabra,Baran,Rajasthan,India"
62280,cheyyur,"Cheyyur,Kancheepuram,Tamil Nadu,India"
62281,chettipalaiyam,"Chettipalaiyam,Coimbatore,Tamil Nadu,India"
62282,chetput,"Chetput,Chennai,Tamil Nadu,India"
62283,cherrapunji,"Cherrapunji,East Khasi Hills,Meghalaya,India"
62284,chennimalai,"Chennimalai,Erode,Tamil Nadu,India"
62285,chengannur,"Chengannur,Alappuzha,Kerala,India"
62286,chengam,"Chengam,Tiruvannamalai,Tamil Nadu,India"
62287,chengalpattu,"Chengalpattu,Kancheepuram,Tamil Nadu,India"
62288,chelakara,"Chelakara,Thrissur District,Kerala,India"
62289,chechat,"Chechat,Kota,Rajasthan,India"
62290,chavakkad,"Chavakkad, ,Kerala,India"
62291,chaupal,"Chaupal,Shimla,Himachal Pradesh,India"
62292,chaksu,"Chaksu,Jaipur,Rajasthan,India"
62293,chatrapur,"Chatrapur,Ganjam,Odisha,India"
62294,chatra,"Chatra,Chatra,Jharkhand,India"
62295,chatakonda,"Chatakonda,Khammam,Telangana,India"
62296,chas,"Chas,Bokaro,Jharkhand,India"
62297,charthawal,"Charthawal,Muzaffarnagar,Uttar Pradesh,India"
62298,charkhi dadri,"Charkhi Dadri,Bhiwani,Haryana,India"
62299,charkhari,"Charkhari,Mahoba,Uttar Pradesh,India"
62300,chapar,"Chapar,Dhuburi,Assam,India"
62301,channarayapatna,"Channarayapatna,Hassan,Karnataka,India"
62302,channapatna,"Channapatna,Ramanagara,Karnataka,India"
62303,channagiri,"Channagiri,Davanagere,Karnataka,India"
62304,changanacheri,"Changanacheri,Kottayam,Kerala,India"
62305,chandvad,"Chandvad,Nashik Division,Maharashtra,India"
62306,chandur bazar,"Chandur Bazar,Amravati Division,Maharashtra,India"
62307,chandrapur,"Chandrapur,Chandrapur,Maharashtra,India"
62308,chandrakona,"Chandrakona,Paschim Medinipur,West Bengal,India"
62309,chandpur,"Chandpur,Bijnor,Uttar Pradesh,India"
62310,chandla,"Chandla,Chhatarpur,Madhya Pradesh,India"
62311,chandil,"Chandil,Saraikela,Jharkhand,India"
62312,chandigarh,"Chandigarh,Chandigarh,Chandigarh,India"
62313,chandia,"Chandia,Umaria District,Madhya Pradesh,India"
62314,chanderi,"Chanderi,Ashoknagar,Madhya Pradesh,India"
62315,chandbali,"Chandbali,Bhadrak,Odisha,India"
62316,chandausi,"Chandausi,Moradabad,Uttar Pradesh,India"
62317,chandauli,"Chandauli,Chandauli District,Uttar Pradesh,India"
62318,chandannagar,"Chandannagar,Hugli,West Bengal,India"
62319,chanasma,"Chanasma,Patan,Gujarat,India"
62320,chamrajnagar,"Chamrajnagar,Chamrajnagar,Karnataka,India"
62321,champua,"Champua,Kendujhar,Odisha,India"
62322,champawat,"Champawat,Champawat,Uttarakhand,India"
62323,champahati,"Champahati,South 24 Paraganas,West Bengal,India"
62324,champa,"Champa,Janjgir-Champa,Chhattisgarh,India"
62325,chamba,"Chamba,Chamba,Himachal Pradesh,India"
62326,challapalle,"Challapalle,Krishna,Andhra Pradesh,India"
62327,challakere,"Challakere,Chitradurga,Karnataka,India"
62328,chalisgaon,"Chalisgaon,Jalgaon,Maharashtra,India"
62329,chalala,"Chalala,Amreli,Gujarat,India"
62330,chakulia,"Chakulia,Purba Singhbhum,Jharkhand,India"
62331,chakrata,"Chakrata,Dehradun,Uttarakhand,India"
62332,chakradharpur,"Chakradharpur,Pashchim Singhbhum,Jharkhand,India"
62333,chaklasi,"Chaklasi,Kheda,Gujarat,India"
62334,chakan,"Chakan,Pune Division,Maharashtra,India"
62335,chail,"Chail,Kaushambi District,Uttar Pradesh,India"
62336,chaibasa,"Chaibasa,Pashchim Singhbhum,Jharkhand,India"
62337,chabua,"Chabua,Dibrugarh,Assam,India"
62338,cavelossim,"Cavelossim,South Goa,Goa,India"
62339,carapur,"Carapur,North Goa,Goa,India"
62340,canning,"Canning,South 24 Paraganas,West Bengal,India"
62341,cannanore,"Cannanore,Kannur,Kerala,India"
62342,candolim,"Candolim,North Goa,Goa,India"
62343,kolkata,"Kolkata,Kolkata,West Bengal,India"
62344,byadgi,"Byadgi,Haveri,Karnataka,India"
62345,buxar,"Buxar,Buxar,Bihar,India"
62346,burla,"Burla,Sambalpur,Odisha,India"
62347,buriya,"Buriya,Yamunanagar,Haryana,India"
62348,burhar,"Burhar,Shahdol,Madhya Pradesh,India"
62349,burhanpur,"Burhanpur,Burhanpur,Madhya Pradesh,India"
62350,bundu,"Bundu,Ranchi,Jharkhand,India"
62351,bundi,"Bundi,Bundi,Rajasthan,India"
62352,buldana,"Buldana,Buldana,Maharashtra,India"
62353,bulandshahr,"Bulandshahr,Bulandshahr,Uttar Pradesh,India"
62354,buguda,"Buguda,Ganjam,Odisha,India"
62355,budhlada,"Budhlada,Mansa,Punjab,India"
62356,budhana,"Budhana,Muzaffarnagar,Uttar Pradesh,India"
62357,budaun,"Budaun,Budaun,Uttar Pradesh,India"
62358,brajarajnagar,"Brajarajnagar,Jharsuguda,Odisha,India"
62359,brahmapur,"Brahmapur,Ganjam,Odisha,India"
62360,botad,"Botad,Bhavnagar,Gujarat,India"
62361,borsad,"Borsad,Anand,Gujarat,India"
62362,borivli,"Borivli,Mumbai Suburban,Maharashtra,India"
62363,bongaigaon,"Bongaigaon,Chirang,Assam,India"
62364,bomdila,"Bomdila,West Kameng,Arunachal Pradesh,India"
62365,mumbai,"Mumbai,Mumbai Suburban,Maharashtra,India"
62366,bolpur,"Bolpur,Birbhum,West Bengal,India"
62367,bolanikhodan,"Bolanikhodan,Kendujhar,Odisha,India"
62368,bokaro,"Bokaro,Bokaro,Jharkhand,India"
62369,bokakhat,"Bokakhat,Golaghat,Assam,India"
62370,bokajan,"Bokajan,Karbi Anglong,Assam,India"
62371,boisar,"Boisar,Thane,Maharashtra,India"
62372,bodri,"Bodri,Shahdol,Madhya Pradesh,India"
62373,bodinayakkanur,"Bodinayakkanur,Theni,Tamil Nadu,India"
62374,bodh gaya,"Bodh Gaya,Gaya,Bihar,India"
62375,bodhan,"Bodhan,Nizamabad District,Telangana,India"
62376,bobbili,"Bobbili,Vizianagaram District,Andhra Pradesh,India"
62377,bithur,"Bithur,Kanpur,Uttar Pradesh,India"
62378,biswan,"Biswan,Sitapur,Uttar Pradesh,India"
62379,bishnah,"Bishnah,Jammu,Kashmir,India"
62380,bisenda buzurg,"Bisenda Buzurg,Banda,Uttar Pradesh,India"
62381,bisauli,"Bisauli,Budaun,Uttar Pradesh,India"
62382,bisalpur,"Bisalpur,Pilibhit,Uttar Pradesh,India"
62383,birur,"Birur,Chikmagalur,Karnataka,India"
62384,birpur,"Birpur,Supaul,Bihar,India"
62385,birmitrapur,"Birmitrapur,Sundargarh,Odisha,India"
62386,birbhaddar,"Birbhaddar,Dehradun,Uttarakhand,India"
62387,beed,"Beed,Bid,Maharashtra,India"
62388,binika,"Binika,Subarnapur,Odisha,India"
62389,bindki,"Bindki,Fatehpur,Uttar Pradesh,India"
62390,etawa,"Etawa,Sagar,Madhya Pradesh,India"
62391,belthara,"Belthara,Ballia,Uttar Pradesh,India"
62392,bilsi,"Bilsi,Budaun,Uttar Pradesh,India"
62393,bilsanda,"Bilsanda,Pilibhit,Uttar Pradesh,India"
62394,biloli,"Biloli,Nanded,Maharashtra,India"
62395,bilkha,"Bilkha,Junagadh,Gujarat,India"
62396,bilimora,"Bilimora,Navsari,Gujarat,India"
62397,bilhaur,"Bilhaur,Kanpur,Uttar Pradesh,India"
62398,bilgram,"Bilgram,Hardoi,Uttar Pradesh,India"
62399,bilgi,"Bilgi,Bagalkot,Karnataka,India"
62400,bilasipara,"Bilasipara,Dhuburi,Assam,India"
62401,bilariaganj,"Bilariaganj,Azamgarh,Uttar Pradesh,India"
62402,bilari,"Bilari,Moradabad,Uttar Pradesh,India"
62403,bilara,"Bilara,Jodhpur,Rajasthan,India"
62404,bikramganj,"Bikramganj,Rohtas,Bihar,India"
62405,bikapur,"Bikapur,Faizabad,Uttar Pradesh,India"
62406,bikaner,"Bikaner,Bikaner,Rajasthan,India"
62407,bijroni,"Bijroni,Shivpuri,Madhya Pradesh,India"
62408,bijnor,"Bijnor,Bijnor,Uttar Pradesh,India"
62409,bijni,"Bijni,Chirang,Assam,India"
62410,bijbiara,"Bijbiara,Anantnag,Kashmir,India"
62411,bijawar,"Bijawar,Chhatarpur,Madhya Pradesh,India"
62412,bijapur,"Bijapur,Bijapur,Karnataka,India"
62413,bihpuriagaon,"Bihpuriagaon,Lakhimpur,Assam,India"
62414,bihar sharif,"Bihar Sharif,Nalanda,Bihar,India"
62415,bihariganj,"Bihariganj,Madhepura,Bihar,India"
62416,bighapur khurd,"Bighapur Khurd,Unnao,Uttar Pradesh,India"
62417,bidhuna,"Bidhuna,Auraiya,Uttar Pradesh,India"
62418,bidar,"Bidar,Bidar,Karnataka,India"
62419,biaora,"Biaora,Rajgarh,Madhya Pradesh,India"
62420,bhuvanagiri,"Bhuvanagiri,Cuddalore,Tamil Nadu,India"
62421,bhusawal,"Bhusawal,Jalgaon,Maharashtra,India"
62422,bhuma,"Bhuma,Sikar,Rajasthan,India"
62423,bhum,"Bhum,Osmanabad,Maharashtra,India"
62424,bhuj,"Bhuj,Kachchh,Gujarat,India"
62425,bhudgaon,"Bhudgaon,Sangli,Maharashtra,India"
62426,bhubaneshwar,"Bhubaneshwar,Khordha,Odisha,India"
62427,bhuban,"Bhuban,Dhenkanal,Odisha,India"
62428,bhowali,"Bhowali,Naini Tal,Uttarakhand,India"
62429,bhor,"Bhor,Pune Division,Maharashtra,India"
62430,bhopal,"Bhopal,Bhopal,Madhya Pradesh,India"
62431,bhongir,"Bhongir,Nalgonda,Telangana,India"
62432,bhongaon,"Bhongaon,Mainpuri,Uttar Pradesh,India"
62433,bholath,"Bholath,Kapurthala,Punjab,India"
62434,bhojudih,"Bhojudih,Dhanbad,Jharkhand,India"
62435,bhogpur,"Bhogpur,Jalandhar,Punjab,India"
62436,bhiwani,"Bhiwani,Bhiwani,Haryana,India"
62437,bhiwandi,"Bhiwandi,Thane,Maharashtra,India"
62438,bhitarwar,"Bhitarwar,Gwalior,Madhya Pradesh,India"
62439,bhinmal,"Bhinmal,Jalore,Rajasthan,India"
62440,bhinga,"Bhinga,Shrawasti,Uttar Pradesh,India"
62441,bhindar,"Bhindar,Udaipur,Rajasthan,India"
62442,bhind,"Bhind,Bhind,Madhya Pradesh,India"
62443,bhimunipatnam,"Bhimunipatnam,Vishakhapatnam,Andhra Pradesh,India"
62444,bhim tal,"Bhim Tal,Naini Tal,Uttarakhand,India"
62445,bhimavaram,"Bhimavaram,West Godavari,Andhra Pradesh,India"
62446,bhilwara,"Bhilwara,Bhilwara,Rajasthan,India"
62447,bhilai,"Bhilai,Durg,Chhattisgarh,India"
62448,bhikhi,"Bhikhi,Mansa,Punjab,India"
62449,bhikangaon,"Bhikangaon,Khargone,Madhya Pradesh,India"
62450,bhigvan,"Bhigvan,Pune Division,Maharashtra,India"
62451,bhayavadar,"Bhayavadar,Rajkot,Gujarat,India"
62452,bhayandar,"Bhayandar,Thane,Maharashtra,India"
62453,bhawanipatna,"Bhawanipatna,Kalahandi,Odisha,India"
62454,bhawanigarh,"Bhawanigarh,Sangrur,Punjab,India"
62455,bhawaniganj,"Bhawaniganj, ,Madhya Pradesh,India"
62456,bhavnagar,"Bhavnagar,Bhavnagar,Gujarat,India"
62457,bhavani,"Bhavani,Erode,Tamil Nadu,India"
62458,bhattiprolu,"Bhattiprolu,Guntur,Andhra Pradesh,India"
62459,bhatpara,"Bhatpara,North 24 Parganas,West Bengal,India"
62460,bhatkal,"Bhatkal,Uttar Kannada,Karnataka,India"
62461,bhatinda,"Bhatinda,Bathinda,Punjab,India"
62462,bhatgaon,"Bhatgaon,Raipur,Chhattisgarh,India"
62463,bhatapara,"Bhatapara,Raipur,Chhattisgarh,India"
62464,bhasawar,"Bhasawar,Bharatpur,Rajasthan,India"
62465,bharwari,"Bharwari,Kaushambi District,Uttar Pradesh,India"
62466,bharuch,"Bharuch,Bharuch,Gujarat,India"
62467,bharthana,"Bharthana,Etawah,Uttar Pradesh,India"
62468,bharatpur,"Bharatpur,Bharatpur,Rajasthan,India"
62469,bhanvad,"Bhanvad,Jamnagar,Gujarat,India"
62470,bhanpuri,"Bhanpuri,Raj Nandgaon,Chhattisgarh,India"
62471,bhanpura,"Bhanpura,Mandsaur,Madhya Pradesh,India"
62472,bhanjanagar,"Bhanjanagar,Ganjam,Odisha,India"
62473,bhander,"Bhander,Gwalior,Madhya Pradesh,India"
62474,bhandara,"Bhandara,Bhandara,Maharashtra,India"
62475,bhalki,"Bhalki,Bidar,Karnataka,India"
62476,bhaisa,"Bhaisa,Adilabad,Telangana,India"
62477,bhainsdehi,"Bhainsdehi,Betul,Madhya Pradesh,India"
62478,bhagwantnagar,"Bhagwantnagar,Unnao,Uttar Pradesh,India"
62479,bhagalpur,"Bhagalpur,Bhagalpur,Bihar,India"
62480,bhadreswar,"Bhadreswar,Hugli,West Bengal,India"
62481,bhadravati,"Bhadravati,Shimoga,Karnataka,India"
62482,bhadrakh,"Bhadrakh,Bhadrak,Odisha,India"
62483,bhadrachalam,"Bhadrachalam,Khammam,Telangana,India"
62484,bhadra,"Bhadra,Hanumangarh,Rajasthan,India"
62485,bhadohi,"Bhadohi,Sant Ravi Das Nagar,Uttar Pradesh,India"
62486,bhadaur,"Bhadaur,Barnala,Punjab,India"
62487,bhadasar,"Bhadasar,Churu,Rajasthan,India"
62488,bhadarwah,"Bhadarwah,Doda,Kashmir,India"
62489,bhachau,"Bhachau,Kachchh,Gujarat,India"
62490,bhabua,"Bhabua,Kaimur District,Bihar,India"
62491,bhabhra,"Bhabhra,Alirajpur,Madhya Pradesh,India"
62492,beypore,"Beypore,Kozhikode,Kerala,India"
62493,bewar,"Bewar,Mainpuri,Uttar Pradesh,India"
62494,betul bazar,"Betul Bazar,Betul,Madhya Pradesh,India"
62495,betul,"Betul,Betul,Madhya Pradesh,India"
62496,bettiah,"Bettiah,Pashchim Champaran,Bihar,India"
62497,betma,"Betma,Indore,Madhya Pradesh,India"
62498,betamcherla,"Betamcherla,Kurnool,Andhra Pradesh,India"
62499,beswan,"Beswan,Aligarh,Uttar Pradesh,India"
62500,beri khas,"Beri Khas,Jhajjar,Haryana,India"
62501,berasia,"Berasia,Bhopal,Madhya Pradesh,India"
62502,beohari,"Beohari,Shahdol,Madhya Pradesh,India"
62503,beniganj,"Beniganj,Hardoi,Uttar Pradesh,India"
62504,benaulim,"Benaulim,South Goa,Goa,India"
62505,bemetara,"Bemetara,Durg,Chhattisgarh,India"
62506,beltangadi,"Beltangadi,Shimoga,Karnataka,India"
62507,belsand,"Belsand,Sitamarhi,Bihar,India"
62508,belonia,"Belonia,South Tripura,Tripura,India"
62509,belluru,"Belluru,Mandya,Karnataka,India"
62510,bellary,"Bellary,Bellary,Karnataka,India"
62511,beliator,"Beliator,Bankura,West Bengal,India"
62512,belgaum,"Belgaum,Belgaum,Karnataka,India"
62513,beldanga,"Beldanga,Murshidabad,West Bengal,India"
62514,belaguntha,"Belaguntha,Ganjam,Odisha,India"
62515,bela,"Bela,Pratapgarh,Uttar Pradesh,India"
62516,behror,"Behror,Alwar,Rajasthan,India"
62517,behat,"Behat,Saharanpur,Uttar Pradesh,India"
62518,begusarai,"Begusarai,Begusarai,Bihar,India"
62519,begun,"Begun,Chittaurgarh,Rajasthan,India"
62520,begowal,"Begowal,Kapurthala,Punjab,India"
62521,begamganj,"Begamganj,Raisen,Madhya Pradesh,India"
62522,bedi,"Bedi,Jamnagar,Gujarat,India"
62523,beawar,"Beawar,Ajmer,Rajasthan,India"
62524,bazpur,"Bazpur,Udham Singh Nagar,Uttarakhand,India"
62525,bayana,"Bayana,Bharatpur,Rajasthan,India"
62526,bawana,"Bawana,North West Delhi,NCT,India"
62527,bawal,"Bawal,Rewari District,Haryana,India"
62528,bauda,"Bauda,Baudh,Odisha,India"
62529,batoti,"Batoti,Doda,Kashmir,India"
62530,batala,"Batala,Gurdaspur,Punjab,India"
62531,baswa,"Baswa,Dausa,Rajasthan,India"
62532,basugaon,"Basugaon,Chirang,Assam,India"
62533,basudebpur,"Basudebpur,Bhadrak,Odisha,India"
62534,basti,"Basti,Basti,Uttar Pradesh,India"
62535,basoda,"Basoda,Vidisha,Madhya Pradesh,India"
62536,basni,"Basni,Nagaur,Rajasthan,India"
62537,basna,"Basna,Mahasamund,Chhattisgarh,India"
62538,basmat,"Basmat,Hingoli,Maharashtra,India"
62539,basavana bagevadi,"Basavana Bagevadi,Bijapur,Karnataka,India"
62540,basavakalyan,"Basavakalyan,Bidar,Karnataka,India"
62541,barwani,"Barwani,Barwani,Madhya Pradesh,India"
62542,barwala,"Barwala,Hisar,Haryana,India"
62543,barwadih,"Barwadih,Latehar,Jharkhand,India"
62544,baruni,"Baruni,Begusarai,Bihar,India"
62545,baruipur,"Baruipur,South 24 Paraganas,West Bengal,India"
62546,barsi,"Barsi,Solapur,Maharashtra,India"
62547,barpeta,"Barpeta,Barpeta,Assam,India"
62548,barpathar,"Barpathar,Golaghat,Assam,India"
