Unnamed: 0,name,mapped_data
355,york australia,",York,Western Australia,Australia"
356,wanneroo australia,",Wanneroo,Western Australia,Australia"
357,busselton australia,",Busselton,Western Australia,Australia"
358,northam australia,",Northam,Western Australia,Australia"
359,mundaring australia,",Mundaring,Western Australia,Australia"
360,charles sturt australia,",Charles Sturt,South Australia,Australia"
361,adelaide hills australia,",Adelaide Hills,South Australia,Australia"
362,wongan-ballidu australia,",Wongan-Ballidu,Western Australia,Australia"
363,barossa australia,",Barossa,South Australia,Australia"
364,light australia,",Light,South Australia,Australia"
365,whyalla australia,",Whyalla,South Australia,Australia"
366,cambridge australia,",Cambridge,Western Australia,Australia"
367,kwinana australia,",Kwinana,Western Australia,Australia"
368,unley australia,",Unley,South Australia,Australia"
369,waroona australia,",Waroona,Western Australia,Australia"
370,copper coast australia,",Copper Coast,South Australia,Australia"
371,loxton waikerie australia,",Loxton Waikerie,South Australia,Australia"
372,wagin australia,",Wagin,Western Australia,Australia"
373,geraldton-greenough australia,",Geraldton-Greenough,Western Australia,Australia"
374,playford australia,",Playford,South Australia,Australia"
375,victor harbor australia,",Victor Harbor,South Australia,Australia"
376,mallala australia,",Mallala,South Australia,Australia"
377,tumby bay australia,",Tumby Bay,South Australia,Australia"
378,stirling australia,",Stirling,Western Australia,Australia"
379,toodyay australia,",Toodyay,Western Australia,Australia"
380,city of west torrens australia,",City of West Torrens,South Australia,Australia"
381,barkly australia,",Barkly,Northern Territory,Australia"
382,murray bridge australia,",Murray Bridge,South Australia,Australia"
383,nedlands australia,",Nedlands,Western Australia,Australia"
384,marion australia,",Marion,South Australia,Australia"
385,streaky bay australia,",Streaky Bay,South Australia,Australia"
386,alexandrina australia,",Alexandrina,South Australia,Australia"
387,kalgoorlie/boulder australia,",Kalgoorlie/Boulder,Western Australia,Australia"
388,city of cockburn australia,",City of Cockburn,Western Australia,Australia"
389,south perth australia,",South Perth,Western Australia,Australia"
390,port pirie city and dists australia,",Port Pirie City and Dists,South Australia,Australia"
391,serpentine-jarrahdale australia,",Serpentine-Jarrahdale,Western Australia,Australia"
392,onkaparinga australia,",Onkaparinga,South Australia,Australia"
393,salisbury australia,",Salisbury,South Australia,Australia"
394,rockingham australia,",Rockingham,Western Australia,Australia"
395,roxby downs australia,",Roxby Downs,South Australia,Australia"
396,roebourne australia,",Roebourne,Western Australia,Australia"
397,kalamunda australia,",Kalamunda,Western Australia,Australia"
398,ravensthorpe australia,",Ravensthorpe,Western Australia,Australia"
399,flinders ranges australia,",Flinders Ranges,South Australia,Australia"
400,prospect australia,",Prospect,South Australia,Australia"
401,yorke peninsula australia,",Yorke Peninsula,South Australia,Australia"
402,adelaide australia,",Adelaide,South Australia,Australia"
403,port lincoln australia,",Port Lincoln,South Australia,Australia"
404,port hedland australia,",Port Hedland,Western Australia,Australia"
405,port augusta australia,",Port Augusta,South Australia,Australia"
406,  australia,", ,South Australia,Australia"
407,murray australia,",Murray,Western Australia,Australia"
408,peterborough australia,",Peterborough,South Australia,Australia"
409,manjimup australia,",Manjimup,Western Australia,Australia"
410,swan australia,",Swan,Western Australia,Australia"
411,darwin australia,",Darwin,Northern Territory,Australia"
412,fremantle australia,",Fremantle,Western Australia,Australia"
413,northampton shire australia,",Northampton Shire,Western Australia,Australia"
414,yankalilla australia,",Yankalilla,South Australia,Australia"
415,east arnhem australia,",East Arnhem,Northern Territory,Australia"
416,east pilbara australia,",East Pilbara,Western Australia,Australia"
417,narrogin australia,",Narrogin,Western Australia,Australia"
418,mount barker australia,",Mount Barker,South Australia,Australia"
419,mount isa australia,",Mount Isa,Queensland,Australia"
420,plantagenet shire australia,",Plantagenet Shire,Western Australia,Australia"
421,moora australia,",Moora,Western Australia,Australia"
422,tea tree gully australia,",Tea Tree Gully,South Australia,Australia"
423,mitcham australia,",Mitcham,South Australia,Australia"
424,merredin australia,",Merredin,Western Australia,Australia"
425,the coorong australia,",The Coorong,South Australia,Australia"
426,yalgoo australia,",Yalgoo,Western Australia,Australia"
427,litchfield australia,",Litchfield,Northern Territory,Australia"
428,augusta-margaret river shire australia,",Augusta-Margaret River Shire,Western Australia,Australia"
429,mid murray australia,",Mid Murray,South Australia,Australia"
430,mandurah australia,",Mandurah,Western Australia,Australia"
431,gosnells australia,",Gosnells,Western Australia,Australia"
432,chittering australia,",Chittering,Western Australia,Australia"
433,wyndham-east kimberley australia,",Wyndham-East Kimberley,Western Australia,Australia"
434,kojonup australia,",Kojonup,Western Australia,Australia"
435,kangaroo island australia,",Kangaroo Island,South Australia,Australia"
436,armadale australia,",Armadale,Western Australia,Australia"
437,katherine australia,",Katherine,Northern Territory,Australia"
438,katanning australia,",Katanning,Western Australia,Australia"
439,northern areas australia,",Northern Areas,South Australia,Australia"
440,harvey australia,",Harvey,Western Australia,Australia"
441,halls creek australia,",Halls Creek,Western Australia,Australia"
442,albany australia,",Albany,Western Australia,Australia"
443,port adelaide enfield australia,",Port Adelaide Enfield,South Australia,Australia"
444,gawler australia,",Gawler,South Australia,Australia"
445,esperance shire australia,",Esperance Shire,Western Australia,Australia"
446,donnybrook-balingup australia,",Donnybrook-Balingup,Western Australia,Australia"
447,irwin australia,",Irwin,Western Australia,Australia"
448,derby-west kimberley australia,",Derby-West Kimberley,Western Australia,Australia"
449,denmark australia,",Denmark,Western Australia,Australia"
450,cunderdin australia,",Cunderdin,Western Australia,Australia"
451,lower eyre peninsula australia,",Lower Eyre Peninsula,South Australia,Australia"
452,peppermint grove australia,",Peppermint Grove,Western Australia,Australia"
453,coober pedy australia,",Coober Pedy,South Australia,Australia"
454,collie australia,",Collie,Western Australia,Australia"
455,cleve australia,",Cleve,South Australia,Australia"
456,clare and gilbert valleys australia,",Clare and Gilbert Valleys,South Australia,Australia"
457,ceduna australia,",Ceduna,South Australia,Australia"
458,carnarvon australia,",Carnarvon,Western Australia,Australia"
459,capel australia,",Capel,Western Australia,Australia"
460,canning australia,",Canning,Western Australia,Australia"
461,campbelltown australia,",Campbelltown,South Australia,Australia"
462,bunbury australia,",Bunbury,Western Australia,Australia"
463,broome australia,",Broome,Western Australia,Australia"
464,bridgetown-greenbushes australia,",Bridgetown-Greenbushes,Western Australia,Australia"
465,boyup brook australia,",Boyup Brook,Western Australia,Australia"
466,beverley australia,",Beverley,Western Australia,Australia"
467,burnside australia,",Burnside,South Australia,Australia"
468,bassendean australia,",Bassendean,Western Australia,Australia"
469,wakefield australia,",Wakefield,South Australia,Australia"
470,melville australia,",Melville,Western Australia,Australia"
471,alice springs australia,",Alice Springs,Northern Territory,Australia"
472,dardanup australia,",Dardanup,Western Australia,Australia"
473,east fremantle australia,",East Fremantle,Western Australia,Australia"
474,mosman park australia,",Mosman Park,Western Australia,Australia"
475,claremont australia,",Claremont,Western Australia,Australia"
476,dandaragan australia,",Dandaragan,Western Australia,Australia"
477,joondalup australia,",Joondalup,Western Australia,Australia"
478,young australia,",Young,New South Wales,Australia"
479,rockhampton australia,",Rockhampton,Queensland,Australia"
480,gold coast australia,",Gold Coast,Queensland,Australia"
481,yass valley australia,",Yass Valley,New South Wales,Australia"
482,moira australia,",Moira,Victoria,Australia"
483,maribyrnong australia,",Maribyrnong,Victoria,Australia"
484,toowoomba australia,",Toowoomba,Queensland,Australia"
485,yarra ranges australia,",Yarra Ranges,Victoria,Australia"
486,sunshine coast australia,",Sunshine Coast,Queensland,Australia"
487,waratah/wynyard australia,",Waratah/Wynyard,Tasmania,Australia"
488,brisbane australia,",Brisbane,Queensland,Australia"
489,grant australia,",Grant,South Australia,Australia"
490,cairns australia,",Cairns,Queensland,Australia"
491,moreton bay australia,",Moreton Bay,Queensland,Australia"
492,coffs harbour australia,",Coffs Harbour,New South Wales,Australia"
493,logan australia,",Logan,Queensland,Australia"
494,south burnett australia,",South Burnett,Queensland,Australia"
495,wodonga australia,",Wodonga,Victoria,Australia"
496,hobsons bay australia,",Hobsons Bay,Victoria,Australia"
497,whittlesea australia,",Whittlesea,Victoria,Australia"
498,bland australia,",Bland,New South Wales,Australia"
499,western downs australia,",Western Downs,Queensland,Australia"
500,meander valley australia,",Meander Valley,Tasmania,Australia"
501,wyndham australia,",Wyndham,Victoria,Australia"
502,redland australia,",Redland,Queensland,Australia"
503,wellington australia,",Wellington,New South Wales,Australia"
504,cook australia,",Cook,Queensland,Australia"
505,nillumbik australia,",Nillumbik,Victoria,Australia"
506,southern downs australia,",Southern Downs,Queensland,Australia"
507,warrnambool australia,",Warrnambool,Victoria,Australia"
508,clarence australia,",Clarence,Tasmania,Australia"
509,manningham australia,",Manningham,Victoria,Australia"
510,baw baw australia,",Baw Baw,Victoria,Australia"
511,knox australia,",Knox,Victoria,Australia"
512,wangaratta australia,",Wangaratta,Victoria,Australia"
513,mackay australia,",Mackay,Queensland,Australia"
514,wagga wagga australia,",Wagga Wagga,New South Wales,Australia"
515,whitehorse australia,",Whitehorse,Victoria,Australia"
516,fraser coast australia,",Fraser Coast,Queensland,Australia"
517,central coast australia,",Central Coast,Tasmania,Australia"
518,shoalhaven shire australia,",Shoalhaven Shire,New South Wales,Australia"
519,mornington peninsula australia,",Mornington Peninsula,Victoria,Australia"
520,tumut shire australia,",Tumut Shire,New South Wales,Australia"
521,wyong shire australia,",Wyong Shire,New South Wales,Australia"
522,hume australia,",Hume,Victoria,Australia"
523,latrobe australia,",Latrobe,Victoria,Australia"
524,townsville australia,",Townsville,Queensland,Australia"
525,casey australia,",Casey,Victoria,Australia"
526,gladstone australia,",Gladstone,Queensland,Australia"
527,tablelands australia,",Tablelands,Queensland,Australia"
528,gympie regional council australia,",Gympie Regional Council,Queensland,Australia"
529,ipswich australia,",Ipswich,Queensland,Australia"
530,bundaberg australia,",Bundaberg,Queensland,Australia"
531,kingborough australia,",Kingborough,Tasmania,Australia"
532,banana australia,",Banana,Queensland,Australia"
533,greater taree australia,",Greater Taree,New South Wales,Australia"
534,tamworth municipality australia,",Tamworth Municipality,New South Wales,Australia"
535,city of sydney australia,",City of Sydney,New South Wales,Australia"
536,brimbank australia,",Brimbank,Victoria,Australia"
537,swan hill australia,",Swan Hill,Victoria,Australia"
538,port stephens shire australia,",Port Stephens Shire,New South Wales,Australia"
539,northern grampians australia,",Northern Grampians,Victoria,Australia"
540,greater dandenong australia,",Greater Dandenong,Victoria,Australia"
541,port phillip australia,",Port Phillip,Victoria,Australia"
542,clarence valley australia,",Clarence Valley,New South Wales,Australia"
543,sorell australia,",Sorell,Tasmania,Australia"
544,circular head australia,",Circular Head,Tasmania,Australia"
545,singleton australia,",Singleton,New South Wales,Australia"
546,greater shepparton australia,",Greater Shepparton,Victoria,Australia"
547,shellharbour australia,",Shellharbour,New South Wales,Australia"
548,kentish australia,",Kentish,Tasmania,Australia"
549,ballarat north australia,",Ballarat North,Victoria,Australia"
550,frankston australia,",Frankston,Victoria,Australia"
551,dorset australia,",Dorset,Tasmania,Australia"
552,break o'day australia,",Break O'Day,Tasmania,Australia"
553,maitland municipality australia,",Maitland Municipality,New South Wales,Australia"
554,west coast australia,",West Coast,Tasmania,Australia"
555,maranoa australia,",Maranoa,Queensland,Australia"
556,melton australia,",Melton,Victoria,Australia"
557,blacktown australia,",Blacktown,New South Wales,Australia"
558,maroondah australia,",Maroondah,Victoria,Australia"
559,yarra australia,",Yarra,Victoria,Australia"
560,hawkesbury australia,",Hawkesbury,New South Wales,Australia"
561,canada bay australia,",Canada Bay,New South Wales,Australia"
562,bankstown australia,",Bankstown,New South Wales,Australia"
563,darebin australia,",Darebin,Victoria,Australia"
564,renmark paringa australia,",Renmark Paringa,South Australia,Australia"
565,whitsunday australia,",Whitsunday,Queensland,Australia"
566,lake macquarie shire australia,",Lake Macquarie Shire,New South Wales,Australia"
567,liverpool plains australia,",Liverpool Plains,New South Wales,Australia"
568,queenscliffe australia,",Queenscliffe,Victoria,Australia"
569,queanbeyan australia,",Queanbeyan,New South Wales,Australia"
570,port macquarie-hastings australia,",Port Macquarie-Hastings,New South Wales,Australia"
571,glenelg australia,",Glenelg,Victoria,Australia"
572,lithgow australia,",Lithgow,New South Wales,Australia"
573,wollongong australia,",Wollongong,New South Wales,Australia"
574,moyne australia,",Moyne,Victoria,Australia"
575,gosford shire australia,",Gosford Shire,New South Wales,Australia"
576,wollondilly australia,",Wollondilly,New South Wales,Australia"
577,bathurst regional australia,",Bathurst Regional,New South Wales,Australia"
578,northern midlands australia,",Northern Midlands,Tasmania,Australia"
579,hurstville australia,",Hurstville,New South Wales,Australia"
580,penrith municipality australia,",Penrith Municipality,New South Wales,Australia"
581,wattle range australia,",Wattle Range,South Australia,Australia"
582,hornsby shire australia,",Hornsby Shire,New South Wales,Australia"
583,parkes australia,",Parkes,New South Wales,Australia"
584,moreland australia,",Moreland,Victoria,Australia"
585,pittwater australia,",Pittwater,New South Wales,Australia"
586,cardinia australia,",Cardinia,Victoria,Australia"
587,mildura shire australia,",Mildura Shire,Victoria,Australia"
588,orange municipality australia,",Orange Municipality,New South Wales,Australia"
589,brighton australia,",Brighton,Tasmania,Australia"
590,oberon australia,",Oberon,New South Wales,Australia"
591,bogan australia,",Bogan,New South Wales,Australia"
592,monash australia,",Monash,Victoria,Australia"
593,bass coast australia,",Bass Coast,Victoria,Australia"
594,north sydney australia,",North Sydney,New South Wales,Australia"
595,parramatta australia,",Parramatta,New South Wales,Australia"
596,ku-ring-gai australia,",Ku-ring-gai,New South Wales,Australia"
597,lismore municipality australia,",Lismore Municipality,New South Wales,Australia"
598,marrickville australia,",Marrickville,New South Wales,Australia"
599,launceston australia,",Launceston,Tasmania,Australia"
600,derwent valley australia,",Derwent Valley,Tasmania,Australia"
601,newcastle australia,",Newcastle,New South Wales,Australia"
602,narromine australia,",Narromine,New South Wales,Australia"
603,narrandera australia,",Narrandera,New South Wales,Australia"
604,narrabri australia,",Narrabri,New South Wales,Australia"
605,warringah australia,",Warringah,New South Wales,Australia"
606,eurobodalla australia,",Eurobodalla,New South Wales,Australia"
607,camden australia,",Camden,New South Wales,Australia"
608,naracoorte and lucindale australia,",Naracoorte and Lucindale,South Australia,Australia"
609,nambucca shire australia,",Nambucca Shire,New South Wales,Australia"
610,great lakes australia,",Great Lakes,New South Wales,Australia"
611,muswellbrook australia,",Muswellbrook,New South Wales,Australia"
612,tweed australia,",Tweed,New South Wales,Australia"
613,tatiara australia,",Tatiara,South Australia,Australia"
614,corowa shire australia,",Corowa Shire,New South Wales,Australia"
615,mid-western regional australia,",Mid-Western Regional,New South Wales,Australia"
616,mount gambier australia,",Mount Gambier,South Australia,Australia"
617,alpine australia,",Alpine,Victoria,Australia"
618,wingecarribee australia,",Wingecarribee,New South Wales,Australia"
619,mosman australia,",Mosman,New South Wales,Australia"
620,moree plains australia,",Moree Plains,New South Wales,Australia"
621,kingston australia,",Kingston,Victoria,Australia"
622,bayside australia,",Bayside,Victoria,Australia"
623,moonee valley australia,",Moonee Valley,Victoria,Australia"
624,glenorchy australia,",Glenorchy,Tasmania,Australia"
625,banyule australia,",Banyule,Victoria,Australia"
626,berri and barmera australia,",Berri and Barmera,South Australia,Australia"
627,cabonne australia,",Cabonne,New South Wales,Australia"
628,murray shire australia,",Murray Shire,New South Wales,Australia"
629,sutherland shire australia,",Sutherland Shire,New South Wales,Australia"
630,blayney australia,",Blayney,New South Wales,Australia"
631,holroyd australia,",Holroyd,New South Wales,Australia"
632,upper hunter shire australia,",Upper Hunter Shire,New South Wales,Australia"
633,bega valley australia,",Bega Valley,New South Wales,Australia"
634,melbourne australia,",Melbourne,Victoria,Australia"
635,randwick australia,",Randwick,New South Wales,Australia"
636,botany bay australia,",Botany Bay,New South Wales,Australia"
637,central goldfields australia,",Central Goldfields,Victoria,Australia"
638,mansfield australia,",Mansfield,Victoria,Australia"
639,manly vale australia,",Manly Vale,New South Wales,Australia"
640,liverpool australia,",Liverpool,New South Wales,Australia"
641,fairfield australia,",Fairfield,New South Wales,Australia"
642,walgett australia,",Walgett,New South Wales,Australia"
643,auburn australia,",Auburn,New South Wales,Australia"
644,blue mountains municipality australia,",Blue Mountains Municipality,New South Wales,Australia"
645,campbelltown municipality australia,",Campbelltown Municipality,New South Wales,Australia"
646,greater geelong australia,",Greater Geelong,Victoria,Australia"
647,leichhardt australia,",Leichhardt,New South Wales,Australia"
648,leeton australia,",Leeton,New South Wales,Australia"
649,albury municipality australia,",Albury Municipality,New South Wales,Australia"
650,lane cove australia,",Lane Cove,New South Wales,Australia"
651,east gippsland australia,",East Gippsland,Victoria,Australia"
652,canterbury australia,",Canterbury,New South Wales,Australia"
653,lachlan australia,",Lachlan,New South Wales,Australia"
654,kyogle australia,",Kyogle,New South Wales,Australia"
655,campaspe australia,",Campaspe,Victoria,Australia"
656,cessnock australia,",Cessnock,New South Wales,Australia"
657,kogarah australia,",Kogarah,New South Wales,Australia"
658,murrindindi australia,",Murrindindi,Victoria,Australia"
659,kiama australia,",Kiama,New South Wales,Australia"
660,boroondara australia,",Boroondara,Victoria,Australia"
661,the hills shire australia,",The Hills Shire,New South Wales,Australia"
662,greater bendigo australia,",Greater Bendigo,Victoria,Australia"
663,kempsey australia,",Kempsey,New South Wales,Australia"
664,junee australia,",Junee,New South Wales,Australia"
665,greater hume shire australia,",Greater Hume Shire,New South Wales,Australia"
666,snowy river australia,",Snowy River,New South Wales,Australia"
667,inverell australia,",Inverell,New South Wales,Australia"
668,cassowary coast australia,",Cassowary Coast,Queensland,Australia"
669,hinchinbrook australia,",Hinchinbrook,Queensland,Australia"
670,huon valley australia,",Huon Valley,Tasmania,Australia"
671,flinders australia,",Flinders,Queensland,Australia"
672,horsham australia,",Horsham,Victoria,Australia"
673,burdekin australia,",Burdekin,Queensland,Australia"
674,strathfield australia,",Strathfield,New South Wales,Australia"
675,hobart australia,",Hobart,Tasmania,Australia"
676,carrathool australia,",Carrathool,New South Wales,Australia"
677,hay australia,",Hay,New South Wales,Australia"
678,southern grampians australia,",Southern Grampians,Victoria,Australia"
679,guyra australia,",Guyra,New South Wales,Australia"
680,gunnedah australia,",Gunnedah,New South Wales,Australia"
681,gundagai australia,",Gundagai,New South Wales,Australia"
682,griffith australia,",Griffith,New South Wales,Australia"
683,weddin australia,",Weddin,New South Wales,Australia"
684,goulburn mulwaree australia,",Goulburn Mulwaree,New South Wales,Australia"
685,goondiwindi australia,",Goondiwindi,Queensland,Australia"
686,wentworth australia,",Wentworth,New South Wales,Australia"
687,gloucester shire australia,",Gloucester Shire,New South Wales,Australia"
688,glen innes severn australia,",Glen Innes Severn,New South Wales,Australia"
689,gilgandra australia,",Gilgandra,New South Wales,Australia"
690,george town australia,",George Town,Tasmania,Australia"
691,north burnett australia,",North Burnett,Queensland,Australia"
692,lockyer valley australia,",Lockyer Valley,Queensland,Australia"
693,forbes australia,",Forbes,New South Wales,Australia"
694,berrigan australia,",Berrigan,New South Wales,Australia"
695,byron shire australia,",Byron Shire,New South Wales,Australia"
696,richmond valley australia,",Richmond Valley,New South Wales,Australia"
697,dubbo municipality australia,",Dubbo Municipality,New South Wales,Australia"
698,armidale dumaresq australia,",Armidale Dumaresq,New South Wales,Australia"
699,central highlands australia,",Central Highlands,Queensland,Australia"
700,ballina australia,",Ballina,New South Wales,Australia"
701,dungog australia,",Dungog,New South Wales,Australia"
702,warrumbungle shire australia,",Warrumbungle Shire,New South Wales,Australia"
703,bellingen australia,",Bellingen,New South Wales,Australia"
704,devonport australia,",Devonport,Tasmania,Australia"
705,deniliquin australia,",Deniliquin,New South Wales,Australia"
706,murrumbidgee shire australia,",Murrumbidgee Shire,New South Wales,Australia"
707,king island australia,",King Island,Tasmania,Australia"
708,ashfield australia,",Ashfield,New South Wales,Australia"
709,upper lachlan shire australia,",Upper Lachlan Shire,New South Wales,Australia"
710,cowra australia,",Cowra,New South Wales,Australia"
711,cootamundra australia,",Cootamundra,New South Wales,Australia"
712,coonamble australia,",Coonamble,New South Wales,Australia"
713,cooma-monaro australia,",Cooma-Monaro,New South Wales,Australia"
714,coolamon australia,",Coolamon,New South Wales,Australia"
715,colac-otway australia,",Colac-Otway,Victoria,Australia"
716,cobar australia,",Cobar,New South Wales,Australia"
717,cloncurry australia,",Cloncurry,Queensland,Australia"
718,willoughby australia,",Willoughby,New South Wales,Australia"
719,charters towers australia,",Charters Towers,Queensland,Australia"
720,glen eira australia,",Glen Eira,Victoria,Australia"
721,mount alexander australia,",Mount Alexander,Victoria,Australia"
722,burnie australia,",Burnie,Tasmania,Australia"
723,palerang australia,",Palerang,New South Wales,Australia"
724,broken hill municipality australia,",Broken Hill Municipality,New South Wales,Australia"
725,brewarrina australia,",Brewarrina,New South Wales,Australia"
726,bourke australia,",Bourke,New South Wales,Australia"
727,boorowa australia,",Boorowa,New South Wales,Australia"
728,bombala australia,",Bombala,New South Wales,Australia"
729,gwydir australia,",Gwydir,New South Wales,Australia"
730,rockdale australia,",Rockdale,New South Wales,Australia"
731,benalla australia,",Benalla,Victoria,Australia"
732,west tamar australia,",West Tamar,Tasmania,Australia"
733,moorabool australia,",Moorabool,Victoria,Australia"
734,ararat australia,",Ararat,Victoria,Australia"
735,surf coast australia,",Surf Coast,Victoria,Australia"
736,woollahra australia,",Woollahra,New South Wales,Australia"
737,hunters hill australia,",Hunters Hill,New South Wales,Australia"
738,waverley australia,",Waverley,New South Wales,Australia"
739,palmerston australia,",Palmerston,Northern Territory,Australia"
740,ashburton australia,",Ashburton,Western Australia,Australia"
741,isaac australia,",Isaac,Queensland,Australia"
742,belmont australia,",Belmont,Western Australia,Australia"
743,vincent australia,",Vincent,Western Australia,Australia"
744,scenic rim australia,",Scenic Rim,Queensland,Australia"
745,ryde australia,",Ryde,New South Wales,Australia"
746,stonnington australia,",Stonnington,Victoria,Australia"
747,city of perth australia,",City of Perth,Western Australia,Australia"
748,torres australia,",Torres,Queensland,Australia"
749,victoria park australia,",Victoria Park,Western Australia,Australia"
750,tenterfield municipality australia,",Tenterfield Municipality,New South Wales,Australia"
751,kimba australia,",Kimba,South Australia,Australia"
752,holdfast bay australia,",Holdfast Bay,South Australia,Australia"
753,norwood payneham st peters australia,",Norwood Payneham St Peters,South Australia,Australia"
754,bayswater australia,",Bayswater,Western Australia,Australia"
755,subiaco australia,",Subiaco,Western Australia,Australia"
3019,  canada,", ,British Columbia,Canada"
3020,monteregie canada,",Monteregie,Quebec,Canada"
3021,chaudiere-appalaches canada,",Chaudiere-Appalaches,Quebec,Canada"
3022,saguenay/lac-saint-jean canada,",Saguenay/Lac-Saint-Jean,Quebec,Canada"
3023,abitibi-temiscamingue canada,",Abitibi-Temiscamingue,Quebec,Canada"
3024,greater vancouver regional district canada,",Greater Vancouver Regional District,British Columbia,Canada"
3025,estrie canada,",Estrie,Quebec,Canada"
3026,thompson-nicola regional district canada,",Thompson-Nicola Regional District,British Columbia,Canada"
3027,rainy river district canada,",Rainy River District,Ontario,Canada"
3028,cote-nord canada,",Cote-Nord,Quebec,Canada"
3029,mauricie canada,",Mauricie,Quebec,Canada"
3030,lanaudiere canada,",Lanaudiere,Quebec,Canada"
3031,laurentides canada,",Laurentides,Quebec,Canada"
3032,nord-du-quebec canada,",Nord-du-Quebec,Quebec,Canada"
3033,fraser valley regional district canada,",Fraser Valley Regional District,British Columbia,Canada"
3034,peace river regional district canada,",Peace River Regional District,British Columbia,Canada"
3035,centre-du-quebec canada,",Centre-du-Quebec,Quebec,Canada"
3036,outaouais canada,",Outaouais,Quebec,Canada"
3037,gaspesie-iles-de-la-madeleine canada,",Gaspesie-Iles-de-la-Madeleine,Quebec,Canada"
3038,sunshine coast regional district canada,",Sunshine Coast Regional District,British Columbia,Canada"
3039,wellington county canada,",Wellington County,Ontario,Canada"
3040,algoma canada,",Algoma,Ontario,Canada"
3041,kings county canada,",Kings County,Nova Scotia,Canada"
3042,regional district of east kootenay canada,",Regional District of East Kootenay,British Columbia,Canada"
3043,cowichan valley regional district canada,",Cowichan Valley Regional District,British Columbia,Canada"
3044,laval canada,",Laval,Quebec,Canada"
3045,halton canada,",Halton,Ontario,Canada"
3046,northumberland county canada,",Northumberland County,New Brunswick,Canada"
3047,montreal canada,",Montreal,Quebec,Canada"
3048,nipissing district canada,",Nipissing District,Ontario,Canada"
3049,regional district of nanaimo canada,",Regional District of Nanaimo,British Columbia,Canada"
3050,parry sound district canada,",Parry Sound District,Ontario,Canada"
3051,powell river regional district canada,",Powell River Regional District,British Columbia,Canada"
3052,skeena-queen charlotte regional district canada,",Skeena-Queen Charlotte Regional District,British Columbia,Canada"
3053,york canada,",York,Ontario,Canada"
3054,charlotte county canada,",Charlotte County,New Brunswick,Canada"
3055,capitale-nationale canada,",Capitale-Nationale,Quebec,Canada"
3056,lambton county canada,",Lambton County,Ontario,Canada"
3057,lanark county canada,",Lanark County,Ontario,Canada"
3058,regional municipality of niagara canada,",Regional Municipality of Niagara,Ontario,Canada"
3059,thunder bay district canada,",Thunder Bay District,Ontario,Canada"
3060,regional district of alberni-clayoquot canada,",Regional District of Alberni-Clayoquot,British Columbia,Canada"
3061,regional district of north okanagan canada,",Regional District of North Okanagan,British Columbia,Canada"
3062,oxford county canada,",Oxford County,Ontario,Canada"
3063,bas-saint-laurent canada,",Bas-Saint-Laurent,Quebec,Canada"
3064,madawaska county canada,",Madawaska County,New Brunswick,Canada"
3928,caerphilly county borough united kingdom,",Caerphilly County Borough,Wales,United Kingdom"
3929,sir powys united kingdom,",Sir Powys,Wales,United Kingdom"
3930,neath port talbot united kingdom,",Neath Port Talbot,Wales,United Kingdom"
3931,city of york united kingdom,",City of York,England,United Kingdom"
3932,somerset united kingdom,",Somerset,England,United Kingdom"
3933,devon united kingdom,",Devon,England,United Kingdom"
3934,city and borough of leeds united kingdom,",City and Borough of Leeds,England,United Kingdom"
3935,herefordshire united kingdom,",Herefordshire,England,United Kingdom"
3936,cambridgeshire united kingdom,",Cambridgeshire,England,United Kingdom"
3937,north somerset united kingdom,",North Somerset,England,United Kingdom"
3938,south gloucestershire united kingdom,",South Gloucestershire,England,United Kingdom"
3939,oxfordshire united kingdom,",Oxfordshire,England,United Kingdom"
3940,isle of wight united kingdom,",Isle of Wight,England,United Kingdom"
3941,stockton-on-tees united kingdom,",Stockton-on-Tees,England,United Kingdom"
3942,kent united kingdom,",Kent,England,United Kingdom"
3943,leicestershire united kingdom,",Leicestershire,England,United Kingdom"
3944,northumberland united kingdom,",Northumberland,England,United Kingdom"
3945,warwickshire united kingdom,",Warwickshire,England,United Kingdom"
3946,borough of swindon united kingdom,",Borough of Swindon,England,United Kingdom"
3947,essex united kingdom,",Essex,England,United Kingdom"
3948,wrexham united kingdom,",Wrexham,Wales,United Kingdom"
3949,suffolk united kingdom,",Suffolk,England,United Kingdom"
3950,gloucestershire united kingdom,",Gloucestershire,England,United Kingdom"
3951,wiltshire united kingdom,",Wiltshire,England,United Kingdom"
3952,barnsley united kingdom,",Barnsley,England,United Kingdom"
3953,west sussex united kingdom,",West Sussex,England,United Kingdom"
3954,north lincolnshire united kingdom,",North Lincolnshire,England,United Kingdom"
3955,nottinghamshire united kingdom,",Nottinghamshire,England,United Kingdom"
3956,cumbria united kingdom,",Cumbria,England,United Kingdom"
3957,worcestershire united kingdom,",Worcestershire,England,United Kingdom"
3958,bedford united kingdom,",Bedford,England,United Kingdom"
3959,greater london united kingdom,",Greater London,England,United Kingdom"
3960,city and borough of wakefield united kingdom,",City and Borough of Wakefield,England,United Kingdom"
3961,dorset united kingdom,",Dorset,England,United Kingdom"
3962,rotherham united kingdom,",Rotherham,England,United Kingdom"
3963,wokingham united kingdom,",Wokingham,England,United Kingdom"
3964,lincolnshire united kingdom,",Lincolnshire,England,United Kingdom"
3965,shropshire united kingdom,",Shropshire,England,United Kingdom"
3966,wolverhampton united kingdom,",Wolverhampton,England,United Kingdom"
3967,county durham united kingdom,",County Durham,England,United Kingdom"
