,lat,lon,name,admin1,admin2,cc,Country,mapped_unit,isInMap
100534,-15.86583,-74.24694,Chala,Arequipa,Provincia de Caraveli,PE,Peru,"Chala,Provincia de Caraveli,Arequipa,Peru",No
100595,-10.07667,-76.73528,Banos,Huanuco,Lauricocha,PE,Peru,"Banos,Lauricocha,Huanuco,Peru",No
100609,-12.78333,-76.56667,Asia,Lima,Provincia de Canete,PE,Peru,"Asia,Provincia de Canete,Lima,Peru",No
100610,-13.11667,-75.53333,Arma,Huancavelica,Provincia de Castrovirreyna,PE,Peru,"Arma,Provincia de Castrovirreyna,Huancavelica,Peru",No
100621,-13.47056,-72.14833,Anta,Cusco,Provincia de Anta,PE,Peru,"Anta,Provincia de Anta,Cusco,Peru",No
100634,-10.73333,-77.26667,Ambar,Lima,Huaura,PE,Peru,"Ambar,Huaura,Lima,Peru",No
100667,-14.44556,-72.08417,Santo Tomas,Cusco,Provincia de Chumbivilcas,PE,Peru,"Santo Tomas,Provincia de Chumbivilcas,Cusco,Peru",No
100669,-14.16472,-72.62111,San Antonio,Apurimac,Provincia de Grau,PE,Peru,"San Antonio,Provincia de Grau,Apurimac,Peru",No
100671,-15.56806,-74.85056,Lomas,Arequipa,Provincia de Caraveli,PE,Peru,"Lomas,Provincia de Caraveli,Arequipa,Peru",No
100678,-17.615,-71.33833,Pueblo Nuevo,Moquegua,Provincia de Ilo,PE,Peru,"Pueblo Nuevo,Provincia de Ilo,Moquegua,Peru",No
100701,-6.2975,-78.24,Providencia,Amazonas,Provincia de Luya,PE,Peru,"Providencia,Provincia de Luya,Amazonas,Peru",No
100705,-6.11167,-78.06139,Santa Catalina,Amazonas,Provincia de Luya,PE,Peru,"Santa Catalina,Provincia de Luya,Amazonas,Peru",No
100714,-6.42806,-77.53611,Huambo,Amazonas,Provincia de Rodriguez de Mendoza,PE,Peru,"Huambo,Provincia de Rodriguez de Mendoza,Amazonas,Peru",No
100720,-5.74278,-77.49722,Naranjos,San Martin,Provincia de Rioja,PE,Peru,"Naranjos,Provincia de Rioja,San Martin,Peru",No
100724,-8.4525,-76.32389,Nuevo Progreso,Huanuco, ,PE,Peru,"Nuevo Progreso, ,Huanuco,Peru",No
100725,-3.885,-73.56722,San Juan,Loreto,Provincia de Maynas,PE,Peru,"San Juan,Provincia de Maynas,Loreto,Peru",No
100728,-9.12417,-78.4975,Buenos Aires,Ancash,Provincia de Santa,PE,Peru,"Buenos Aires,Provincia de Santa,Ancash,Peru",No
100736,-11.78531,-75.67408,El Rosario,Junin,Provincia de Jauja,PE,Peru,"El Rosario,Provincia de Jauja,Junin,Peru",No
100744,-11.95671,-75.25685,Sano,Junin,Provincia de Huancayo,PE,Peru,"Sano,Provincia de Huancayo,Junin,Peru",No
100749,-9.09536,-76.83688,Cochabamba,Huanuco,Huacaybamba,PE,Peru,"Cochabamba,Huacaybamba,Huanuco,Peru",No
100754,-14.63126,-69.44638,La Rinconada,Puno,San Antonio De Putina,PE,Peru,"La Rinconada,San Antonio De Putina,Puno,Peru",No
100792,-7.33778,146.71649,Wau,Morobe,Bulolo,PG,Papua New Guinea,"Wau,Bulolo,Morobe,Papua New Guinea",No
100803,-8.71065,141.63668,Morehead,Western Province, ,PG,Papua New Guinea,"Morehead, ,Western Province,Papua New Guinea",No
100834,11.6388,124.8417,Zumarraga,Eastern Visayas,Province of Samar,PH,Philippines,"Zumarraga,Province of Samar,Eastern Visayas,Philippines",No
100836,16.3871,119.9443,Zaragoza,Ilocos,Province of Pangasinan,PH,Philippines,"Zaragoza,Province of Pangasinan,Ilocos,Philippines",No
100844,11.77028,125.02194,Wright,Eastern Visayas,Province of Samar,PH,Philippines,"Wright,Province of Samar,Eastern Visayas,Philippines",No
100846,14.3019,121.4595,Wawa,Calabarzon,Province of Laguna,PH,Philippines,"Wawa,Province of Laguna,Calabarzon,Philippines",No
100847,13.7401,121.0529,Wawa,Calabarzon,Province of Batangas,PH,Philippines,"Wawa,Province of Batangas,Calabarzon,Philippines",No
100848,13.4632,120.7441,Wawa,Mimaropa,Province of Mindoro Occidental,PH,Philippines,"Wawa,Province of Mindoro Occidental,Mimaropa,Philippines",No
100855,9.9984,122.7663,Vista Alegre,Western Visayas,Province of Negros Occidental,PH,Philippines,"Vista Alegre,Province of Negros Occidental,Western Visayas,Philippines",No
100860,17.4379,120.6262,Villaviciosa,Cordillera,Province of Abra,PH,Philippines,"Villaviciosa,Province of Abra,Cordillera,Philippines",No
100861,16.59888,121.18774,Villa Verde,Cagayan Valley,Province of Nueva Vizcaya,PH,Philippines,"Villa Verde,Province of Nueva Vizcaya,Cagayan Valley,Philippines",No
100863,15.55,120.75,Villarosa,Cordillera,Mountain Province,PH,Philippines,"Villarosa,Mountain Province,Cordillera,Philippines",No
100865,15.79841,120.54654,Villanueva,Ilocos,Province of Pangasinan,PH,Philippines,"Villanueva,Province of Pangasinan,Ilocos,Philippines",No
100866,8.58889,124.77556,Villanueva,Northern Mindanao,Province of Misamis Oriental,PH,Philippines,"Villanueva,Province of Misamis Oriental,Northern Mindanao,Philippines",No
100869,13.0458,123.7133,Villahermosa,Bicol,Province of Albay,PH,Philippines,"Villahermosa,Province of Albay,Bicol,Philippines",No
100872,13.82666,120.17922,Vigo,Mimaropa,Province of Mindoro Occidental,PH,Philippines,"Vigo,Province of Mindoro Occidental,Mimaropa,Philippines",No
100875,13.90401,120.64875,Biga,Calabarzon,Province of Batangas,PH,Philippines,"Biga,Province of Batangas,Calabarzon,Philippines",No
100878,15.5775,120.6822,Victoria,Central Luzon,Province of Tarlac,PH,Philippines,"Victoria,Province of Tarlac,Central Luzon,Philippines",No
100879,14.2277,121.3292,Victoria,Calabarzon,Province of Laguna,PH,Philippines,"Victoria,Province of Laguna,Calabarzon,Philippines",No
100880,13.17722,121.27806,Victoria,Mimaropa,Province of Mindoro Oriental,PH,Philippines,"Victoria,Province of Mindoro Oriental,Mimaropa,Philippines",No
100881,12.44722,124.31111,Victoria,Eastern Visayas,Province of Northern Samar,PH,Philippines,"Victoria,Province of Northern Samar,Eastern Visayas,Philippines",No
100886,9.7939,124.2365,Valle Hermoso,Central Visayas,Province of Bohol,PH,Philippines,"Valle Hermoso,Province of Bohol,Central Visayas,Philippines",No
100887,10.4616,122.8245,Valladolid,Western Visayas,Province of Negros Occidental,PH,Philippines,"Valladolid,Province of Negros Occidental,Western Visayas,Philippines",No
100888,14.7,120.9667,Valenzuela,Calabarzon,Province of Rizal,PH,Philippines,"Valenzuela,Province of Rizal,Calabarzon,Philippines",No
100889,11.10889,124.5725,Valencia,Eastern Visayas,Ormoc City,PH,Philippines,"Valencia,Ormoc City,Eastern Visayas,Philippines",No
100891,10.136,123.6126,Valencia,Central Visayas,Province of Cebu,PH,Philippines,"Valencia,Province of Cebu,Central Visayas,Philippines",No
100892,9.77158,123.36742,Valencia,Central Visayas,Province of Cebu,PH,Philippines,"Valencia,Province of Cebu,Central Visayas,Philippines",No
100893,9.6097,124.208,Valencia,Central Visayas,Province of Bohol,PH,Philippines,"Valencia,Province of Bohol,Central Visayas,Philippines",No
100894,9.2815,123.2455,Valencia,Central Visayas,Province of Negros Oriental,PH,Philippines,"Valencia,Province of Negros Oriental,Central Visayas,Philippines",No
100895,7.90639,125.09417,Valencia,Northern Mindanao,Province of Bukidnon,PH,Philippines,"Valencia,Province of Bukidnon,Northern Mindanao,Philippines",No
100911,11.7612,121.8963,Union,Western Visayas,Province of Antique,PH,Philippines,"Union,Province of Antique,Western Visayas,Philippines",No
100912,10.6695,124.3252,Union,Central Visayas,Province of Cebu,PH,Philippines,"Union,Province of Cebu,Central Visayas,Philippines",No
100913,10.0475,124.5151,Union,Central Visayas,Province of Bohol,PH,Philippines,"Union,Province of Bohol,Central Visayas,Philippines",No
100914,9.75667,126.11028,Union,Caraga,Province of Surigao del Norte,PH,Philippines,"Union,Province of Surigao del Norte,Caraga,Philippines",No
100925,7.13222,125.49222,Ula,Davao, ,PH,Philippines,"Ula, ,Davao,Philippines",No
100964,10.6378,124.4712,Tudela,Central Visayas,Province of Cebu,PH,Philippines,"Tudela,Province of Cebu,Central Visayas,Philippines",No
100965,8.2472,123.8424,Tudela,Northern Mindanao,Province of Misamis Occidental,PH,Philippines,"Tudela,Province of Misamis Occidental,Northern Mindanao,Philippines",No
100984,12.8122,120.8323,Tuban,Mimaropa,Province of Mindoro Occidental,PH,Philippines,"Tuban,Province of Mindoro Occidental,Mimaropa,Philippines",No
100985,6.82278,125.38694,Tuban,Davao,Province of Davao del Sur,PH,Philippines,"Tuban,Province of Davao del Sur,Davao,Philippines",No
100991,12.0746,124.5414,Sabang,Eastern Visayas,Province of Samar,PH,Philippines,"Sabang,Province of Samar,Eastern Visayas,Philippines",No
100992,10.07955,124.34324,Trinidad,Central Visayas,Province of Bohol,PH,Philippines,"Trinidad,Province of Bohol,Central Visayas,Philippines",No
100993,8.04583,126.06361,Trento,Caraga,Province of Agusan del Sur,PH,Philippines,"Trento,Province of Agusan del Sur,Caraga,Philippines",No
100996,6.72028,124.055,Tran,Soccsksargen,Province of Sultan Kudarat,PH,Philippines,"Tran,Province of Sultan Kudarat,Soccsksargen,Philippines",No
100998,10.93294,123.09,Tortosa,Western Visayas,Province of Negros Occidental,PH,Philippines,"Tortosa,Province of Negros Occidental,Western Visayas,Philippines",No
100999,13.31676,122.08205,Torrijos,Mimaropa,Province of Marinduque,PH,Philippines,"Torrijos,Province of Marinduque,Mimaropa,Philippines",No
101012,11.1,125.01667,Tolosa,Eastern Visayas,Province of Leyte,PH,Philippines,"Tolosa,Province of Leyte,Eastern Visayas,Philippines",No
101013,10.3773,123.6386,Toledo,Central Visayas,Province of Cebu,PH,Philippines,"Toledo,Province of Cebu,Central Visayas,Philippines",No
101076,14.2897,120.7168,Ternate,Calabarzon,Province of Cavite,PH,Philippines,"Ternate,Province of Cavite,Calabarzon,Philippines",No
101107,7.0491,126.44708,Tarragona,Davao,Province of Davao Oriental,PH,Philippines,"Tarragona,Province of Davao Oriental,Davao,Philippines",No
101113,13.81667,122.98333,Tara,Bicol,Province of Camarines Sur,PH,Philippines,"Tara,Province of Camarines Sur,Bicol,Philippines",No
101128,10.25418,123.8612,Tanque,Western Visayas,Province of Negros Occidental,PH,Philippines,"Tanque,Province of Negros Occidental,Western Visayas,Philippines",No
101161,13.5468,123.0358,Tambo,Bicol,Province of Camarines Sur,PH,Philippines,"Tambo,Province of Camarines Sur,Bicol,Philippines",No
101162,13.2553,123.2906,Tambo,Bicol,Province of Albay,PH,Philippines,"Tambo,Province of Albay,Bicol,Philippines",No
101163,9.895,123.0556,Tambo,Central Visayas,Province of Negros Oriental,PH,Philippines,"Tambo,Province of Negros Oriental,Central Visayas,Philippines",No
101164,7.15694,125.69917,Tambo,Davao,Province of Davao del Norte,PH,Philippines,"Tambo,Province of Davao del Norte,Davao,Philippines",No
101169,15.87746,120.28455,Tamayo,Ilocos,Province of Pangasinan,PH,Philippines,"Tamayo,Province of Pangasinan,Ilocos,Philippines",No
101174,15.5878,119.9455,Taltal,Central Luzon,Province of Zambales,PH,Philippines,"Taltal,Province of Zambales,Central Luzon,Philippines",No
101216,13.2742,122.5859,Tala,Calabarzon,Province of Quezon,PH,Philippines,"Tala,Province of Quezon,Calabarzon,Philippines",No
101250,11.90111,125.41889,Taft,Eastern Visayas,Province of Eastern Samar,PH,Philippines,"Taft,Province of Eastern Samar,Eastern Visayas,Philippines",No
101258,17.47378,121.46799,Tabuk,Cordillera,Kalinga,PH,Philippines,"Tabuk,Kalinga,Cordillera,Philippines",No
101276,16.85,120.8,Tabio,Cordillera,Province of Benguet,PH,Philippines,"Tabio,Province of Benguet,Cordillera,Philippines",No
101327,18.09333,120.76972,Solsona,Ilocos,Province of Ilocos Norte,PH,Philippines,"Solsona,Province of Ilocos Norte,Ilocos,Philippines",No
101329,15.42838,120.98355,Soledad,Central Luzon,Province of Nueva Ecija,PH,Philippines,"Soledad,Province of Nueva Ecija,Central Luzon,Philippines",No
101337,13.0669,121.39858,Socorro,Mimaropa,Province of Mindoro Oriental,PH,Philippines,"Socorro,Province of Mindoro Oriental,Mimaropa,Philippines",No
101338,9.62139,125.96667,Socorro,Caraga,Province of Surigao del Norte,PH,Philippines,"Socorro,Province of Surigao del Norte,Caraga,Philippines",No
101406,9.70383,124.04829,Sevilla,Central Visayas,Province of Bohol,PH,Philippines,"Sevilla,Province of Bohol,Central Visayas,Philippines",No
101432,17.59694,120.37361,San Vicente,Ilocos,Province of Ilocos Sur,PH,Philippines,"San Vicente,Province of Ilocos Sur,Ilocos,Philippines",No
101433,15.2921,120.65498,San Vicente,Central Luzon,Province of Tarlac,PH,Philippines,"San Vicente,Province of Tarlac,Central Luzon,Philippines",No
101434,15.21324,120.81901,San Vicente,Central Luzon,Province of Nueva Ecija,PH,Philippines,"San Vicente,Province of Nueva Ecija,Central Luzon,Philippines",No
101435,14.94594,120.74852,San Vicente,Central Luzon,Province of Pampanga,PH,Philippines,"San Vicente,Province of Pampanga,Central Luzon,Philippines",No
101436,14.1061,122.8733,San Vicente,Bicol,Province of Camarines Norte,PH,Philippines,"San Vicente,Province of Camarines Norte,Bicol,Philippines",No
101437,13.8967,122.2047,San Vicente,Calabarzon,Province of Quezon,PH,Philippines,"San Vicente,Province of Quezon,Calabarzon,Philippines",No
101438,13.7,123.2,San Vicente,Bicol,Province of Camarines Sur,PH,Philippines,"San Vicente,Province of Camarines Sur,Bicol,Philippines",No
101439,13.5737,123.0533,San Vicente,Bicol,Province of Camarines Sur,PH,Philippines,"San Vicente,Province of Camarines Sur,Bicol,Philippines",No
101440,13.4527,123.3729,San Vicente,Bicol,Province of Camarines Sur,PH,Philippines,"San Vicente,Province of Camarines Sur,Bicol,Philippines",No
101441,13.4081,123.4188,San Vicente,Bicol,Province of Camarines Sur,PH,Philippines,"San Vicente,Province of Camarines Sur,Bicol,Philippines",No
101443,13.2615,123.4334,San Vicente,Bicol,Province of Albay,PH,Philippines,"San Vicente,Province of Albay,Bicol,Philippines",No
101444,12.97806,123.82222,San Vicente,Bicol,Province of Sorsogon,PH,Philippines,"San Vicente,Province of Sorsogon,Bicol,Philippines",No
101445,12.27111,124.1,San Vicente,Eastern Visayas,Province of Northern Samar,PH,Philippines,"San Vicente,Province of Northern Samar,Eastern Visayas,Philippines",No
101446,11.1183,124.5657,San Vicente,Eastern Visayas,Province of Leyte,PH,Philippines,"San Vicente,Province of Leyte,Eastern Visayas,Philippines",No
101447,10.55,119.26667,San Vicente,Mimaropa,Province of Palawan,PH,Philippines,"San Vicente,Province of Palawan,Mimaropa,Philippines",No
101448,7.83333,125.81667,San Vicente,Davao,Province of Davao del Norte,PH,Philippines,"San Vicente,Province of Davao del Norte,Davao,Philippines",No
101449,7.65111,125.03444,San Vicente,Northern Mindanao,Province of Bukidnon,PH,Philippines,"San Vicente,Province of Bukidnon,Northern Mindanao,Philippines",No
101450,6.44972,124.79472,San Vicente,Soccsksargen,Province of South Cotabato,PH,Philippines,"San Vicente,Province of South Cotabato,Soccsksargen,Philippines",No
101476,17.63528,120.41083,Santo Domingo,Ilocos,Province of Ilocos Sur,PH,Philippines,"Santo Domingo,Province of Ilocos Sur,Ilocos,Philippines",No
101477,17.15999,121.75183,Santo Domingo,Cagayan Valley,Province of Isabela,PH,Philippines,"Santo Domingo,Province of Isabela,Cagayan Valley,Philippines",No
101478,15.5873,120.877,Santo Domingo,Central Luzon,Province of Nueva Ecija,PH,Philippines,"Santo Domingo,Province of Nueva Ecija,Central Luzon,Philippines",No
101479,15.07289,120.75703,Santo Domingo,Central Luzon,Province of Pampanga,PH,Philippines,"Santo Domingo,Province of Pampanga,Central Luzon,Philippines",No
101480,14.9912,120.74341,Santo Domingo,Central Luzon,Province of Pampanga,PH,Philippines,"Santo Domingo,Province of Pampanga,Central Luzon,Philippines",No
101481,14.96532,120.55672,Santo Domingo,Central Luzon,Province of Pampanga,PH,Philippines,"Santo Domingo,Province of Pampanga,Central Luzon,Philippines",No
101482,14.1338,122.8883,Santo Domingo,Bicol,Province of Camarines Norte,PH,Philippines,"Santo Domingo,Province of Camarines Norte,Bicol,Philippines",No
101483,13.7,123.16667,Santo Domingo,Bicol,Province of Camarines Sur,PH,Philippines,"Santo Domingo,Province of Camarines Sur,Bicol,Philippines",No
101484,13.42,123.4486,Santo Domingo,Bicol,Province of Camarines Sur,PH,Philippines,"Santo Domingo,Province of Camarines Sur,Bicol,Philippines",No
101485,13.23528,123.77722,Santo Domingo,Bicol,Province of Albay,PH,Philippines,"Santo Domingo,Province of Albay,Bicol,Philippines",No
101490,17.2939,120.4449,Santiago,Ilocos,Province of Ilocos Sur,PH,Philippines,"Santiago,Province of Ilocos Sur,Ilocos,Philippines",No
101491,16.68808,121.5487,Santiago,Cagayan Valley,Province of Isabela,PH,Philippines,"Santiago,Province of Isabela,Cagayan Valley,Philippines",No
101492,14.90371,120.51134,Santiago,Central Luzon,Province of Pampanga,PH,Philippines,"Santiago,Province of Pampanga,Central Luzon,Philippines",No
101493,14.0211,121.2792,Santiago,Calabarzon,Province of Laguna,PH,Philippines,"Santiago,Province of Laguna,Calabarzon,Philippines",No
101494,11.05806,122.91167,Santiago,Western Visayas,Province of Iloilo,PH,Philippines,"Santiago,Province of Iloilo,Western Visayas,Philippines",No
101495,10.5897,124.3066,Santiago,Central Visayas,Province of Cebu,PH,Philippines,"Santiago,Province of Cebu,Central Visayas,Philippines",No
101496,7.28889,126.57333,Santiago,Davao,Province of Davao Oriental,PH,Philippines,"Santiago,Province of Davao Oriental,Davao,Philippines",No
101502,12.25186,121.11251,Santa Teresa,Mimaropa,Province of Mindoro Occidental,PH,Philippines,"Santa Teresa,Province of Mindoro Occidental,Mimaropa,Philippines",No
101503,10.58546,122.5604,Santa Teresa,Western Visayas,Province of Guimaras,PH,Philippines,"Santa Teresa,Province of Guimaras,Western Visayas,Philippines",No
101511,15.61923,120.86962,Santa Rita,Central Luzon,Province of Nueva Ecija,PH,Philippines,"Santa Rita,Province of Nueva Ecija,Central Luzon,Philippines",No
101512,14.9993,120.6117,Santa Rita,Central Luzon,Province of Pampanga,PH,Philippines,"Santa Rita,Province of Pampanga,Central Luzon,Philippines",No
101513,11.4502,124.9425,Santa Rita,Eastern Visayas,Province of Samar,PH,Philippines,"Santa Rita,Province of Samar,Eastern Visayas,Philippines",No
101516,9.4156,123.3291,Santander,Central Visayas,Province of Cebu,PH,Philippines,"Santander,Province of Cebu,Central Visayas,Philippines",No
101517,15.35771,120.72006,Santa Monica,Central Luzon,Province of Tarlac,PH,Philippines,"Santa Monica,Province of Tarlac,Central Luzon,Philippines",No
101518,10.73639,122.45333,Santa Monica,Western Visayas,Province of Iloilo,PH,Philippines,"Santa Monica,Province of Iloilo,Western Visayas,Philippines",No
101519,10.02,126.03833,Santa Monica,Caraga,Province of Surigao del Norte,PH,Philippines,"Santa Monica,Province of Surigao del Norte,Caraga,Philippines",No
101520,18.1414,121.66473,Santa Maria,Cagayan Valley,Province of Cagayan,PH,Philippines,"Santa Maria,Province of Cagayan,Cagayan Valley,Philippines",No
101521,17.46639,121.75222,Santa Maria,Cagayan Valley,Province of Isabela,PH,Philippines,"Santa Maria,Province of Isabela,Cagayan Valley,Philippines",No
101522,17.3665,120.4808,Santa Maria,Ilocos,Province of Ilocos Sur,PH,Philippines,"Santa Maria,Province of Ilocos Sur,Ilocos,Philippines",No
101523,16.9518,120.4445,Santa Maria,Ilocos,Province of Ilocos Sur,PH,Philippines,"Santa Maria,Province of Ilocos Sur,Ilocos,Philippines",No
101524,15.98083,120.70028,Santa Maria,Ilocos,Province of Pangasinan,PH,Philippines,"Santa Maria,Province of Pangasinan,Ilocos,Philippines",No
101525,15.64365,120.42635,Santa Maria,Central Luzon,Province of Tarlac,PH,Philippines,"Santa Maria,Province of Tarlac,Central Luzon,Philippines",No
101526,15.5232,120.7925,Santa Maria,Central Luzon,Province of Nueva Ecija,PH,Philippines,"Santa Maria,Province of Nueva Ecija,Central Luzon,Philippines",No
101527,15.08672,120.76991,Santa Maria,Central Luzon,Province of Pampanga,PH,Philippines,"Santa Maria,Province of Pampanga,Central Luzon,Philippines",No
101528,14.82083,120.96361,Santa Maria,Central Luzon,Province of Bulacan,PH,Philippines,"Santa Maria,Province of Bulacan,Central Luzon,Philippines",No
101529,14.4719,121.4286,Santa Maria,Calabarzon,Province of Laguna,PH,Philippines,"Santa Maria,Province of Laguna,Calabarzon,Philippines",No
101530,12.57883,121.46041,Santa Maria,Mimaropa,Province of Mindoro Oriental,PH,Philippines,"Santa Maria,Province of Mindoro Oriental,Mimaropa,Philippines",No
101531,8.03333,126.1625,Santa Maria,Caraga,Province of Agusan del Sur,PH,Philippines,"Santa Maria,Province of Agusan del Sur,Caraga,Philippines",No
101532,7.99167,126.445,Santa Maria,Caraga,Province of Surigao del Sur,PH,Philippines,"Santa Maria,Province of Surigao del Sur,Caraga,Philippines",No
101533,6.55361,125.47083,Santa Maria,Davao,Province of Davao del Sur,PH,Philippines,"Santa Maria,Province of Davao del Sur,Davao,Philippines",No
101536,12.648,124.1093,Santa Magdalena,Bicol,Province of Sorsogon,PH,Philippines,"Santa Magdalena,Province of Sorsogon,Bicol,Philippines",No
101548,16.1595,120.9381,Santa Fe,Cagayan Valley,Province of Nueva Vizcaya,PH,Philippines,"Santa Fe,Province of Nueva Vizcaya,Cagayan Valley,Philippines",No
101549,15.0103,120.2102,Santa Fe,Central Luzon,Province of Zambales,PH,Philippines,"Santa Fe,Province of Zambales,Central Luzon,Philippines",No
101550,12.15656,121.99411,Santa Fe,Mimaropa,Province of Romblon,PH,Philippines,"Santa Fe,Province of Romblon,Mimaropa,Philippines",No
101551,11.18556,124.91611,Santa Fe,Eastern Visayas,Province of Leyte,PH,Philippines,"Santa Fe,Province of Leyte,Eastern Visayas,Philippines",No
101552,11.1544,123.8058,Santa Fe,Central Visayas,Province of Cebu,PH,Philippines,"Santa Fe,Province of Cebu,Central Visayas,Philippines",No
101553,10.2375,124.77194,Santa Fe,Eastern Visayas,Province of Leyte,PH,Philippines,"Santa Fe,Province of Leyte,Eastern Visayas,Philippines",No
101554,8.3425,124.78083,Santa Fe,Northern Mindanao,Province of Bukidnon,PH,Philippines,"Santa Fe,Province of Bukidnon,Northern Mindanao,Philippines",No
101555,14.17023,122.38246,Santa Elena,Bicol,Province of Camarines Norte,PH,Philippines,"Santa Elena,Province of Camarines Norte,Bicol,Philippines",No
101573,13.75361,121.06056,Santa Clara,Calabarzon,Province of Batangas,PH,Philippines,"Santa Clara,Province of Batangas,Calabarzon,Philippines",No
101574,6.6782,122.06,Santa Clara,Autonomous Region in Muslim Mindanao,Province of Basilan,PH,Philippines,"Santa Clara,Province of Basilan,Autonomous Region in Muslim Mindanao,Philippines",No
101582,16.0009,120.4023,Santa Barbara,Ilocos,Province of Pangasinan,PH,Philippines,"Santa Barbara,Province of Pangasinan,Ilocos,Philippines",No
101583,15.38494,120.79611,Santa Barbara,Central Luzon,Province of Nueva Ecija,PH,Philippines,"Santa Barbara,Province of Nueva Ecija,Central Luzon,Philippines",No
101584,10.82306,122.53444,Santa Barbara,Western Visayas,Province of Iloilo,PH,Philippines,"Santa Barbara,Province of Iloilo,Western Visayas,Philippines",No
101585,18.46986,122.14775,Santa Ana,Cagayan Valley,Province of Cagayan,PH,Philippines,"Santa Ana,Province of Cagayan,Cagayan Valley,Philippines",No
