,name,mapped_data
1268,Sardinia,",,Sardinia,Italy"
1269,Sicily,",,Sicily,Italy"
1270,Basilicate,",,Basilicate,Italy"
1271,Apulia,",,Apulia,Italy"
1272,Campania,",,Campania,Italy"
1273,Veneto,",,Veneto,Italy"
1274,Emilia-Romagna,",,Emilia-Romagna,Italy"
1275,Friuli Venezia Giulia,",,Friuli Venezia Giulia,Italy"
1276,Liguria,",,Liguria,Italy"
1277,Lombardy,",,Lombardy,Italy"
1278,Piedmont,",,Piedmont,Italy"
1279,Trentino-Alto Adige,",,Trentino-Alto Adige,Italy"
1280,Latium,",,Latium,Italy"
1281,Tuscany,",,Tuscany,Italy"
1282,Abruzzo,",,Abruzzo,Italy"
1283,The Marches,",,The Marches,Italy"
1284,Molise,",,Molise,Italy"
1285,Aosta Valley,",,Aosta Valley,Italy"
1286,Umbria,",,Umbria,Italy"
1287,St Helier,",,St Helier,Jersey"
1288,Manchester,",,Manchester,Jamaica"
1289,Trelawny,",,Trelawny,Jamaica"
1290,Saint Catherine,",,Saint Catherine,Jamaica"
1291,St. Elizabeth,",,St. Elizabeth,Jamaica"
1292,Westmoreland,",,Westmoreland,Jamaica"
1293,Hanover,",,Hanover,Jamaica"
1294,Saint Ann,",,Saint Ann,Jamaica"
1295,Clarendon,",,Clarendon,Jamaica"
1296,Kingston,",,Kingston,Jamaica"
1297,Portland,",,Portland,Jamaica"
1298,Irbid,",,Irbid,Jordan"
1299,Balqa,",,Balqa,Jordan"
1300,Ma'an,",,Ma'an,Jordan"
1301,Amman,",,Amman,Jordan"
1302,Mafraq,",,Mafraq,Jordan"
1303,Madaba,",,Madaba,Jordan"
1304,Jerash,",,Jerash,Jordan"
1305,Karak,",,Karak,Jordan"
1306,Tafielah,",,Tafielah,Jordan"
1307,Zarqa,",,Zarqa,Jordan"
1308,Aqaba,",,Aqaba,Jordan"
1309,Ajlun,",,Ajlun,Jordan"
1310,Wakayama,",,Wakayama,Japan"
1311,Kanagawa,",,Kanagawa,Japan"
1312,Hyogo,",,Hyogo,Japan"
1313,Yamagata,",,Yamagata,Japan"
1314,Fukuoka,",,Fukuoka,Japan"
1315,Ibaraki,",,Ibaraki,Japan"
1316,Nara,",,Nara,Japan"
1317,Saitama,",,Saitama,Japan"
1318,Gunma,",,Gunma,Japan"
1319,Niigata,",,Niigata,Japan"
1320,Okinawa,",,Okinawa,Japan"
1321,Tottori,",,Tottori,Japan"
1322,Mie,",,Mie,Japan"
1323,Shiga Prefecture,",,Shiga Prefecture,Japan"
1324,Kyoto,",,Kyoto,Japan"
1325,Kumamoto,",,Kumamoto,Japan"
1326,Toyama,",,Toyama,Japan"
1327,Shimane,",,Shimane,Japan"
1328,Osaka,",,Osaka,Japan"
1329,Yamaguchi,",,Yamaguchi,Japan"
1330,Shizuoka,",,Shizuoka,Japan"
1331,Tochigi,",,Tochigi,Japan"
1332,Tokushima,",,Tokushima,Japan"
1333,Oita,",,Oita,Japan"
1334,Saga Prefecture,",,Saga Prefecture,Japan"
1335,Tokyo,",,Tokyo,Japan"
1336,Yamanashi,",,Yamanashi,Japan"
1337,Nagano,",,Nagano,Japan"
1338,Okayama,",,Okayama,Japan"
1339,Aichi,",,Aichi,Japan"
1340,Ishikawa,",,Ishikawa,Japan"
1341,Fukui,",,Fukui,Japan"
1342,Miyazaki,",,Miyazaki,Japan"
1343,Kagawa,",,Kagawa,Japan"
1344,Gifu,",,Gifu,Japan"
1345,Nagasaki,",,Nagasaki,Japan"
1346,Akita,",,Akita,Japan"
1347,Chiba,",,Chiba,Japan"
1348,Kagoshima,",,Kagoshima,Japan"
1349,Hiroshima,",,Hiroshima,Japan"
1350,Kochi,",,Kochi,Japan"
1351,Ehime,",,Ehime,Japan"
1352,Fukushima,",,Fukushima,Japan"
1353,Miyagi,",,Miyagi,Japan"
1354,Iwate,",,Iwate,Japan"
1355,Hokkaido,",,Hokkaido,Japan"
1356,Aomori,",,Aomori,Japan"
1357,Siaya,",,Siaya,Kenya"
1358,Taita Taveta,",,Taita Taveta,Kenya"
1359,Makueni,",,Makueni,Kenya"
1360,Lamu,",,Lamu,Kenya"
1361,Bungoma,",,Bungoma,Kenya"
1362,Wajir,",,Wajir,Kenya"
1363,Nairobi Area,",,Nairobi Area,Kenya"
1364,Kilifi,",,Kilifi,Kenya"
1365,Kericho,",,Kericho,Kenya"
1366,Kwale,",,Kwale,Kenya"
1367,Kirinyaga,",,Kirinyaga,Kenya"
1368,Laikipia,",,Laikipia,Kenya"
1369,Nakuru,",,Nakuru,Kenya"
1370,Homa Bay,",,Homa Bay,Kenya"
1371,Nyeri,",,Nyeri,Kenya"
1372,Kisii,",,Kisii,Kenya"
1373,Kajiado,",,Kajiado,Kenya"
1374,Narok,",,Narok,Kenya"
1375,Nandi,",,Nandi,Kenya"
1376,Busia,",,Busia,Kenya"
1377,Kitui,",,Kitui,Kenya"
1378,Murang'a District,",,Murang'a District,Kenya"
1379,Kakamega,",,Kakamega,Kenya"
1380,Kisumu,",,Kisumu,Kenya"
1381,Marsabit,",,Marsabit,Kenya"
1382,Mombasa,",,Mombasa,Kenya"
1383,Migori,",,Migori,Kenya"
1384,Meru,",,Meru,Kenya"
1385,Vihiga,",,Vihiga,Kenya"
1386,Isiolo,",,Isiolo,Kenya"
1387,Samburu,",,Samburu,Kenya"
1388,Mandera,",,Mandera,Kenya"
1389,Machakos,",,Machakos,Kenya"
1390,Turkana,",,Turkana,Kenya"
1391,Kiambu,",,Kiambu,Kenya"
1392,Trans Nzoia,",,Trans Nzoia,Kenya"
1393,Tana River,",,Tana River,Kenya"
1394,Nyamira District,",,Nyamira District,Kenya"
1395,Marakwet District,",,Marakwet District,Kenya"
1396,West Pokot,",,West Pokot,Kenya"
1397,Baringo,",,Baringo,Kenya"
1398,Garissa,",,Garissa,Kenya"
1399,Embu,",,Embu,Kenya"
1400,Uasin Gishu,",,Uasin Gishu,Kenya"
1401,Tharaka District,",,Tharaka District,Kenya"
1402,Bomet,",,Bomet,Kenya"
1403,Nyandarua,",,Nyandarua,Kenya"
1404,Batken,",,Batken,Kyrgyzstan"
1405,Ysyk-Koel,",,Ysyk-Koel,Kyrgyzstan"
1406,Chuy,",,Chuy,Kyrgyzstan"
1407,Jalal-Abad,",,Jalal-Abad,Kyrgyzstan"
1408,Talas,",,Talas,Kyrgyzstan"
1409,Osh,",,Osh,Kyrgyzstan"
1410,Naryn,",,Naryn,Kyrgyzstan"
1411,Phnom Penh,",,Phnom Penh,Cambodia"
1412,Kandal,",,Kandal,Cambodia"
1413,Takeo,",,Takeo,Cambodia"
1414,Svay Rieng,",,Svay Rieng,Cambodia"
1415,Stung Treng,",,Stung Treng,Cambodia"
1416,Banteay Meanchey,",,Banteay Meanchey,Cambodia"
1417,Siem Reap,",,Siem Reap,Cambodia"
1418,Mondolkiri,",,Mondolkiri,Cambodia"
1419,Prey Veng,",,Prey Veng,Cambodia"
1420,Pursat,",,Pursat,Cambodia"
1421,Otar Meanchey,",,Otar Meanchey,Cambodia"
1422,Preah Vihear,",,Preah Vihear,Cambodia"
1423,Pailin,",,Pailin,Cambodia"
1424,Ratanakiri,",,Ratanakiri,Cambodia"
1425,Kep,",,Kep,Cambodia"
1426,Koh Kong,",,Koh Kong,Cambodia"
1427,Kratie,",,Kratie,Cambodia"
1428,Kampot,",,Kampot,Cambodia"
1429,Kampong Thom,",,Kampong Thom,Cambodia"
1430,Kampong Speu,",,Kampong Speu,Cambodia"
1431,Preah Sihanouk,",,Preah Sihanouk,Cambodia"
1432,Kampong Chhnang,",,Kampong Chhnang,Cambodia"
1433,Kampong Cham,",,Kampong Cham,Cambodia"
1434,Battambang,",,Battambang,Cambodia"
1435,Gilbert Islands,",,Gilbert Islands,Kiribati"
1436,Line Islands,",,Line Islands,Kiribati"
1437,Moheli,",,Moheli,Comoros"
1438,Anjouan,",,Anjouan,Comoros"
1439,Grande Comore,",,Grande Comore,Comoros"
1440,Trinity Palmetto Point,",,Trinity Palmetto Point,Saint Kitts and Nevis"
1441,Saint Anne Sandy Point,",,Saint Anne Sandy Point,Saint Kitts and Nevis"
1442,Saint Paul Capesterre,",,Saint Paul Capesterre,Saint Kitts and Nevis"
1443,Christ Church Nichola Town,",,Christ Church Nichola Town,Saint Kitts and Nevis"
1444,Saint James Windwa,",,Saint James Windwa,Saint Kitts and Nevis"
1445,Saint Peter Basseterre,",,Saint Peter Basseterre,Saint Kitts and Nevis"
1446,Saint Thomas Middle Island,",,Saint Thomas Middle Island,Saint Kitts and Nevis"
1447,Saint George Gingerland,",,Saint George Gingerland,Saint Kitts and Nevis"
1448,Saint John Figtree,",,Saint John Figtree,Saint Kitts and Nevis"
1449,Saint John Capesterre,",,Saint John Capesterre,Saint Kitts and Nevis"
1450,Saint Thomas Lowland,",,Saint Thomas Lowland,Saint Kitts and Nevis"
1451,Saint Paul Charlestown,",,Saint Paul Charlestown,Saint Kitts and Nevis"
1452,Saint Mary Cayon,",,Saint Mary Cayon,Saint Kitts and Nevis"
1453,Saint George Basseterre,",,Saint George Basseterre,Saint Kitts and Nevis"
1454,P'yongan-namdo,",,P'yongan-namdo,Korea, Dem. People's Rep. of"
1455,P'yongan-bukto,",,P'yongan-bukto,Korea, Dem. People's Rep. of"
1456,Hwanghae-namdo,",,Hwanghae-namdo,Korea, Dem. People's Rep. of"
1457,Kangwon-do,",,Kangwon-do,Korea, Dem. People's Rep. of"
1458,Pyongyang,",,Pyongyang,Korea, Dem. People's Rep. of"
1459,Hwanghae-bukto,",,Hwanghae-bukto,Korea, Dem. People's Rep. of"
1460,Hamgyong-namdo,",,Hamgyong-namdo,Korea, Dem. People's Rep. of"
1461,Rason,",,Rason,Korea, Dem. People's Rep. of"
1462,Chagang-do,",,Chagang-do,Korea, Dem. People's Rep. of"
1463,Hamgyong-bukto,",,Hamgyong-bukto,Korea, Dem. People's Rep. of"
1464,Yanggang-do,",,Yanggang-do,Korea, Dem. People's Rep. of"
1465,Gyeongsangbuk-do,",,Gyeongsangbuk-do,Korea, Republic of"
1466,Gangwon-do,",,Gangwon-do,Korea, Republic of"
1467,Jeollanam-do,",,Jeollanam-do,Korea, Republic of"
1468,Chungcheongbuk-do,",,Chungcheongbuk-do,Korea, Republic of"
1469,Gyeonggi-do,",,Gyeonggi-do,Korea, Republic of"
1470,Chungcheongnam-do,",,Chungcheongnam-do,Korea, Republic of"
1471,Gyeongsangnam-do,",,Gyeongsangnam-do,Korea, Republic of"
1472,Jeollabuk-do,",,Jeollabuk-do,Korea, Republic of"
1473,Ulsan,",,Ulsan,Korea, Republic of"
1474,Daejeon,",,Daejeon,Korea, Republic of"
1475,Daegu,",,Daegu,Korea, Republic of"
1476,Seoul,",,Seoul,Korea, Republic of"
1477,Incheon,",,Incheon,Korea, Republic of"
1478,Busan,",,Busan,Korea, Republic of"
1479,Gwangju,",,Gwangju,Korea, Republic of"
1480,Jeju-do,",,Jeju-do,Korea, Republic of"
1481,Al Farwaniyah,",,Al Farwaniyah,Kuwait"
1482,Muhafazat Hawalli,",,Muhafazat Hawalli,Kuwait"
1483,Al Asimah,",,Al Asimah,Kuwait"
1484,Al Ahmadi,",,Al Ahmadi,Kuwait"
1485,Muhafazat al Jahra',",,Muhafazat al Jahra',Kuwait"
1486,Mubarak al Kabir,",,Mubarak al Kabir,Kuwait"
1487,Mangghystau,",,Mangghystau,Kazakhstan"
1488,Aqtoebe,",,Aqtoebe,Kazakhstan"
1489,Atyrau,",,Atyrau,Kazakhstan"
1490,Batys Qazaqstan,",,Batys Qazaqstan,Kazakhstan"
1491,Qaraghandy,",,Qaraghandy,Kazakhstan"
1492,East Kazakhstan,",,East Kazakhstan,Kazakhstan"
1493,Qyzylorda,",,Qyzylorda,Kazakhstan"
1494,Aqmola,",,Aqmola,Kazakhstan"
1495,Qostanay,",,Qostanay,Kazakhstan"
1496,Pavlodar,",,Pavlodar,Kazakhstan"
1497,Zhambyl,",,Zhambyl,Kazakhstan"
1498,Soltustik Qazaqstan,",,Soltustik Qazaqstan,Kazakhstan"
1499,Ongtustik Qazaqstan,",,Ongtustik Qazaqstan,Kazakhstan"
1500,Almaty Oblysy,",,Almaty Oblysy,Kazakhstan"
1501,Bayqongyr Qalasy,",,Bayqongyr Qalasy,Kazakhstan"
1502,Astana Qalasy,",,Astana Qalasy,Kazakhstan"
1503,Almaty Qalasy,",,Almaty Qalasy,Kazakhstan"
1504,Vientiane,",,Vientiane,Lao People's Dem. Rep."
1505,Houaphan,",,Houaphan,Lao People's Dem. Rep."
1506,Savannahkhet,",,Savannahkhet,Lao People's Dem. Rep."
1507,Salavan,",,Salavan,Lao People's Dem. Rep."
1508,Phongsali,",,Phongsali,Lao People's Dem. Rep."
1509,Champasak,",,Champasak,Lao People's Dem. Rep."
1510,Bolikhamxai,",,Bolikhamxai,Lao People's Dem. Rep."
1511,Louangphabang,",,Louangphabang,Lao People's Dem. Rep."
1512,Oudomxai,",,Oudomxai,Lao People's Dem. Rep."
1513,Xiagnabouli,",,Xiagnabouli,Lao People's Dem. Rep."
1514,Xekong,",,Xekong,Lao People's Dem. Rep."
1515,Loungnamtha,",,Loungnamtha,Lao People's Dem. Rep."
1516,Xiangkhoang,",,Xiangkhoang,Lao People's Dem. Rep."
1517,Khammouan,",,Khammouan,Lao People's Dem. Rep."
1518,Bokeo,",,Bokeo,Lao People's Dem. Rep."
1519,Attapu,",,Attapu,Lao People's Dem. Rep."
1520,Liban-Nord,",,Liban-Nord,Lebanon"
1521,Beqaa,",,Beqaa,Lebanon"
1522,Liban-Sud,",,Liban-Sud,Lebanon"
1523,Beyrouth,",,Beyrouth,Lebanon"
1524,Nabatiye,",,Nabatiye,Lebanon"
1525,Mont-Liban,",,Mont-Liban,Lebanon"
1526,Aakkar,",,Aakkar,Lebanon"
1527,Baalbek-Hermel,",,Baalbek-Hermel,Lebanon"
1528,Vieux-Fort,",,Vieux-Fort,Saint Lucia"
1529,Soufriere,",,Soufriere,Saint Lucia"
1530,Praslin,",,Praslin,Saint Lucia"
1531,Micoud Quarter,",,Micoud Quarter,Saint Lucia"
1532,Laborie Quarter,",,Laborie Quarter,Saint Lucia"
1533,Gros-Islet,",,Gros-Islet,Saint Lucia"
1534,Dennery Quarter,",,Dennery Quarter,Saint Lucia"
1535,Choiseul Quarter,",,Choiseul Quarter,Saint Lucia"
1536,Castries Quarter,",,Castries Quarter,Saint Lucia"
1537,Anse-la-Raye,",,Anse-la-Raye,Saint Lucia"
1538,Vaduz,",,Vaduz,Liechtenstein"
1539,Triesenberg,",,Triesenberg,Liechtenstein"
1540,Triesen,",,Triesen,Liechtenstein"
1541,Schellenberg,",,Schellenberg,Liechtenstein"
1542,Schaan,",,Schaan,Liechtenstein"
1543,Ruggell,",,Ruggell,Liechtenstein"
1544,Planken,",,Planken,Liechtenstein"
1545,Mauren,",,Mauren,Liechtenstein"
1546,Gamprin,",,Gamprin,Liechtenstein"
1547,Eschen,",,Eschen,Liechtenstein"
1548,Balzers,",,Balzers,Liechtenstein"
1549,Uva,",,Uva,Sri Lanka"
1550,Northern Province,",,Northern Province,Sri Lanka"
1551,Sabaragamuwa,",,Sabaragamuwa,Sri Lanka"
1552,North Western,",,North Western,Sri Lanka"
1553,North Central,",,North Central,Sri Lanka"
1554,Grand Gedeh,",,Grand Gedeh,Liberia"
1555,Nimba,",,Nimba,Liberia"
1556,Lofa,",,Lofa,Liberia"
1557,Bomi,",,Bomi,Liberia"
1558,River Gee,",,River Gee,Liberia"
1559,Grand Cape Mount,",,Grand Cape Mount,Liberia"
1560,River Cess,",,River Cess,Liberia"
1561,Montserrado,",,Montserrado,Liberia"
1562,Margibi,",,Margibi,Liberia"
1563,Maryland,",,Maryland,Liberia"
1564,Sinoe,",,Sinoe,Liberia"
1565,Bong,",,Bong,Liberia"
1566,Grand Bassa,",,Grand Bassa,Liberia"
1567,Gbarpolu,",,Gbarpolu,Liberia"
1568,Grand Kru,",,Grand Kru,Liberia"
1569,Berea,",,Berea,Lesotho"
1570,Quthing,",,Quthing,Lesotho"
1571,Qacha's Nek,",,Qacha's Nek,Lesotho"
1572,Maseru,",,Maseru,Lesotho"
1573,Mokhotlong,",,Mokhotlong,Lesotho"
1574,Mohale's Hoek District,",,Mohale's Hoek District,Lesotho"
1575,Leribe,",,Leribe,Lesotho"
1576,Mafeteng,",,Mafeteng,Lesotho"
1577,Butha-Buthe,",,Butha-Buthe,Lesotho"
1578,Thaba-Tseka,",,Thaba-Tseka,Lesotho"
1579,Utenos apskritis,",,Utenos apskritis,Lithuania"
1580,Vilnius County,",,Vilnius County,Lithuania"
1581,Alytaus apskritis,",,Alytaus apskritis,Lithuania"
1582,Telsiu apskritis,",,Telsiu apskritis,Lithuania"
1583,Taurages apskritis,",,Taurages apskritis,Lithuania"
1584,Klaipedos apskritis,",,Klaipedos apskritis,Lithuania"
1585,Siauliu apskritis,",,Siauliu apskritis,Lithuania"
1586,Kauno apskritis,",,Kauno apskritis,Lithuania"
1587,Panevezys,",,Panevezys,Lithuania"
1588,Marijampoles apskritis,",,Marijampoles apskritis,Lithuania"
1589,Grevenmacher,",,Grevenmacher,Luxembourg"
1590,Diekirch,",,Diekirch,Luxembourg"
1591,Luxembourg,",,Luxembourg,Luxembourg"
1592,Valmieras Rajons,",,Valmieras Rajons,Latvia"
1593,Zilupes,",,Zilupes,Latvia"
1594,Tervete,",,Tervete,Latvia"
1595,Vilaka,",,Vilaka,Latvia"
1596,Vilanu,",,Vilanu,Latvia"
1597,Viesite,",,Viesite,Latvia"
1598,Vecumnieki,",,Vecumnieki,Latvia"
1599,Ventspils,",,Ventspils,Latvia"
1600,Varkava,",,Varkava,Latvia"
1601,Vecpiebalga,",,Vecpiebalga,Latvia"
1602,Liepaja,",,Liepaja,Latvia"
1603,Varaklani,",,Varaklani,Latvia"
1604,Incukalns,",,Incukalns,Latvia"
1605,Valkas Rajons,",,Valkas Rajons,Latvia"
1606,Talsu Rajons,",,Talsu Rajons,Latvia"
1607,Vainode,",,Vainode,Latvia"
1608,Stopini,",,Stopini,Latvia"
1609,Tukuma Rajons,",,Tukuma Rajons,Latvia"
1610,Strenci,",,Strenci,Latvia"
1611,Pargaujas,",,Pargaujas,Latvia"
1612,Aloja,",,Aloja,Latvia"
1613,Smiltene,",,Smiltene,Latvia"
1614,Engure,",,Engure,Latvia"
1615,Skrunda,",,Skrunda,Latvia"
1616,Skriveri,",,Skriveri,Latvia"
1617,Sigulda,",,Sigulda,Latvia"
1618,Saulkrastu,",,Saulkrastu,Latvia"
1619,Saldus Rajons,",,Saldus Rajons,Latvia"
1620,Salaspils,",,Salaspils,Latvia"
1621,Salacgrivas,",,Salacgrivas,Latvia"
1622,Salas,",,Salas,Latvia"
1623,Rujienas,",,Rujienas,Latvia"
1624,Rugaju,",,Rugaju,Latvia"
1625,Rucavas,",,Rucavas,Latvia"
1626,Garkalne,",,Garkalne,Latvia"
1627,Ropazu,",,Ropazu,Latvia"
1628,Rojas,",,Rojas,Latvia"
1629,Riga,",,Riga,Latvia"
1630,Riebinu,",,Riebinu,Latvia"
1631,Rezekne,",,Rezekne,Latvia"
1632,Raunas,",,Raunas,Latvia"
1633,Krimulda,",,Krimulda,Latvia"
1634,Priekuli,",,Priekuli,Latvia"
1635,Priekule,",,Priekule,Latvia"
1636,Preilu Rajons,",,Preilu Rajons,Latvia"
1637,Plavinu,",,Plavinu,Latvia"
1638,Babite,",,Babite,Latvia"
1639,Ventspils Rajons,",,Ventspils Rajons,Latvia"
1640,Rundales,",,Rundales,Latvia"
1641,Pavilostas,",,Pavilostas,Latvia"
1642,Ozolnieku,",,Ozolnieku,Latvia"
1643,Olaine,",,Olaine,Latvia"
1644,Ogre,",,Ogre,Latvia"
1645,Nica,",,Nica,Latvia"
1646,Nereta,",,Nereta,Latvia"
1647,Naukseni,",,Naukseni,Latvia"
1648,Beverina,",,Beverina,Latvia"
1649,Mesraga,",,Mesraga,Latvia"
1650,Mazsalaca,",,Mazsalaca,Latvia"
1651,Burtnieki,",,Burtnieki,Latvia"
1652,Malpils,",,Malpils,Latvia"
1653,Madonas Rajons,",,Madonas Rajons,Latvia"
1654,Ludzas Rajons,",,Ludzas Rajons,Latvia"
1655,Lubana,",,Lubana,Latvia"
1656,Seja,",,Seja,Latvia"
1657,Livani,",,Livani,Latvia"
1658,Limbazu Rajons,",,Limbazu Rajons,Latvia"
1659,Ligatne,",,Ligatne,Latvia"
1660,Lielvarde,",,Lielvarde,Latvia"
1661,Durbe,",,Durbe,Latvia"
1662,Kuldigas Rajons,",,Kuldigas Rajons,Latvia"
1663,Kraslavas Rajons,",,Kraslavas Rajons,Latvia"
1664,Koknese,",,Koknese,Latvia"
1665,Koceni,",,Koceni,Latvia"
1666,Kekava,",,Kekava,Latvia"
1667,Kegums,",,Kegums,Latvia"
1668,Karsava,",,Karsava,Latvia"
1669,Kandava,",,Kandava,Latvia"
1670,Jurmala,",,Jurmala,Latvia"
1671,Jelgava,",,Jelgava,Latvia"
1672,Jekabpils Rajons,",,Jekabpils Rajons,Latvia"
1673,Jaunpils,",,Jaunpils,Latvia"
1674,Jaunpiebalga,",,Jaunpiebalga,Latvia"
1675,Jaunjelgava,",,Jaunjelgava,Latvia"
1676,Ilukste,",,Ilukste,Latvia"
1677,Ikskile,",,Ikskile,Latvia"
1678,Lecava,",,Lecava,Latvia"
1679,Gulbenes Rajons,",,Gulbenes Rajons,Latvia"
1680,Grobina,",,Grobina,Latvia"
1681,Cibla,",,Cibla,Latvia"
1682,Ergli,",,Ergli,Latvia"
1683,Dundaga,",,Dundaga,Latvia"
1684,Amatas Novads,",,Amatas Novads,Latvia"
1685,Dobeles Rajons,",,Dobeles Rajons,Latvia"
1686,Daugavpils,",,Daugavpils,Latvia"
1687,Dagda,",,Dagda,Latvia"
1688,Cesvaine,",,Cesvaine,Latvia"
1689,Cesu Rajons,",,Cesu Rajons,Latvia"
1690,Carnikava,",,Carnikava,Latvia"
1691,Broceni,",,Broceni,Latvia"
1692,Bauskas Rajons,",,Bauskas Rajons,Latvia"
1693,Balvu Rajons,",,Balvu Rajons,Latvia"
1694,Baltinava,",,Baltinava,Latvia"
1695,Baldone,",,Baldone,Latvia"
1696,Auces Novads,",,Auces Novads,Latvia"
1697,Apes Novads,",,Apes Novads,Latvia"
1698,Aluksnes Rajons,",,Aluksnes Rajons,Latvia"
1699,Alsunga,",,Alsunga,Latvia"
1700,Akniste,",,Akniste,Latvia"
1701,Aizpute,",,Aizpute,Latvia"
1702,Aizkraukles Rajons,",,Aizkraukles Rajons,Latvia"
1703,Aglona,",,Aglona,Latvia"
1704,Adazi,",,Adazi,Latvia"
1705,Marupe,",,Marupe,Latvia"
1706,Sha`biyat al Butnan,",,Sha`biyat al Butnan,Libyan Arab Jamahiriya"
1707,Banghazi,",,Banghazi,Libyan Arab Jamahiriya"
1708,Darnah,",,Darnah,Libyan Arab Jamahiriya"
1709,Sha`biyat al Wahat,",,Sha`biyat al Wahat,Libyan Arab Jamahiriya"
1710,Al Kufrah,",,Al Kufrah,Libyan Arab Jamahiriya"
1711,Al Marj,",,Al Marj,Libyan Arab Jamahiriya"
1712,Al Jabal al Akhdar,",,Al Jabal al Akhdar,Libyan Arab Jamahiriya"
1713,An Nuqat al Khams,",,An Nuqat al Khams,Libyan Arab Jamahiriya"
1714,Misratah,",,Misratah,Libyan Arab Jamahiriya"
1715,Sha`biyat al Jabal al Gharbi,",,Sha`biyat al Jabal al Gharbi,Libyan Arab Jamahiriya"
1716,Al Jufrah,",,Al Jufrah,Libyan Arab Jamahiriya"
1717,Al Marqab,",,Al Marqab,Libyan Arab Jamahiriya"
1718,Tripoli,",,Tripoli,Libyan Arab Jamahiriya"
1719,Surt,",,Surt,Libyan Arab Jamahiriya"
1720,Az Zawiyah,",,Az Zawiyah,Libyan Arab Jamahiriya"
1721,Sabha,",,Sabha,Libyan Arab Jamahiriya"
1722,Sha`biyat Nalut,",,Sha`biyat Nalut,Libyan Arab Jamahiriya"
1723,Murzuq,",,Murzuq,Libyan Arab Jamahiriya"
1724,Sha`biyat Ghat,",,Sha`biyat Ghat,Libyan Arab Jamahiriya"
1725,Sha`biyat Wadi ash Shati',",,Sha`biyat Wadi ash Shati',Libyan Arab Jamahiriya"
1726,Sha`biyat Wadi al Hayat,",,Sha`biyat Wadi al Hayat,Libyan Arab Jamahiriya"
1727,Sha`biyat al Jafarah,",,Sha`biyat al Jafarah,Libyan Arab Jamahiriya"
1728,Tanger-Tetouan,",,Tanger-Tetouan,Morocco"
1729,Tadla-Azilal,",,Tadla-Azilal,Morocco"
1730,Oriental,",,Oriental,Morocco"
1731,Souss-Massa-Draa,",,Souss-Massa-Draa,Morocco"
1732,Doukkala-Abda,",,Doukkala-Abda,Morocco"
1733,Marrakech-Tensift-Al Haouz,",,Marrakech-Tensift-Al Haouz,Morocco"
1734,Taza-Al Hoceima-Taounate,",,Taza-Al Hoceima-Taounate,Morocco"
1735,Grand Casablanca,",,Grand Casablanca,Morocco"
1736,Rabat-Sale-Zemmour-Zaer,",,Rabat-Sale-Zemmour-Zaer,Morocco"
1737,Fes-Boulemane,",,Fes-Boulemane,Morocco"
1738,Guelmim-Es Smara,",,Guelmim-Es Smara,Morocco"
1739,Gharb-Chrarda-Beni Hssen,",,Gharb-Chrarda-Beni Hssen,Morocco"
1740,Laayoune-Boujdour-Sakia El Hamra,",,Laayoune-Boujdour-Sakia El Hamra,Morocco"
1741,Meknes-Tafilalet,",,Meknes-Tafilalet,Morocco"
1742,Chaouia-Ouardigha,",,Chaouia-Ouardigha,Morocco"
1743,Oued ed Dahab-Lagouira,",,Oued ed Dahab-Lagouira,Morocco"
1744,Commune de Monaco,",,Commune de Monaco,Monaco"
1745,Telenesti,",,Telenesti,Moldova, Republic of"
1746,Raionul Edinet,",,Raionul Edinet,Moldova, Republic of"
1747,Cantemir,",,Cantemir,Moldova, Republic of"
1748,Gagauzia,",,Gagauzia,Moldova, Republic of"
1749,Anenii Noi,",,Anenii Noi,Moldova, Republic of"
1750,Chisinau,",,Chisinau,Moldova, Republic of"
1751,Ungheni,",,Ungheni,Moldova, Republic of"
1752,Taraclia,",,Taraclia,Moldova, Republic of"
1753,Straseni,",,Straseni,Moldova, Republic of"
1754,Stefan-Voda,",,Stefan-Voda,Moldova, Republic of"
1755,Singerei,",,Singerei,Moldova, Republic of"
1756,Raionul Soroca,",,Raionul Soroca,Moldova, Republic of"
1757,Soldanesti,",,Soldanesti,Moldova, Republic of"
1758,Rezina,",,Rezina,Moldova, Republic of"
1759,Riscani,",,Riscani,Moldova, Republic of"
1760,Orhei,",,Orhei,Moldova, Republic of"
1761,Raionul Ocnita,",,Raionul Ocnita,Moldova, Republic of"
1762,Nisporeni,",,Nisporeni,Moldova, Republic of"
1763,Floresti,",,Floresti,Moldova, Republic of"
1764,Leova,",,Leova,Moldova, Republic of"
1765,Hincesti,",,Hincesti,Moldova, Republic of"
1766,Causeni,",,Causeni,Moldova, Republic of"
1767,Laloveni,",,Laloveni,Moldova, Republic of"
1768,Glodeni,",,Glodeni,Moldova, Republic of"
1769,Falesti,",,Falesti,Moldova, Republic of"
1770,Cahul,",,Cahul,Moldova, Republic of"
1771,Drochia,",,Drochia,Moldova, Republic of"
1772,Donduseni,",,Donduseni,Moldova, Republic of"
1773,Criuleni,",,Criuleni,Moldova, Republic of"
1774,Cimislia,",,Cimislia,Moldova, Republic of"
1775,Calarasi,",,Calarasi,Moldova, Republic of"
1776,Stinga Nistrului,",,Stinga Nistrului,Moldova, Republic of"
1777,Briceni,",,Briceni,Moldova, Republic of"
1778,Bender,",,Bender,Moldova, Republic of"
1779,Basarabeasca,",,Basarabeasca,Moldova, Republic of"
1780,Balti,",,Balti,Moldova, Republic of"
